#time,	NE,	NI
9622	0.0352	0.0096
9623	0.0132	0
9624	0.4202	0.026
9625	0.6204	0.1218
9626	0.2726	0.0534
9627	0.0888	0.0054
9628	0.0632	0.0032
9629	0.121	0.0194
9630	0.091	0.0236
9631	0.0158	0.0114
9632	0.0188	0.0084
9633	0.4612	0.0456
9634	0.6406	0.12
9635	0.2504	0.05
9636	0.0368	0.0026
9637	0.0756	0.0118
9638	0.111	0.0218
9639	0.045	0.0146
9640	0.0012	0
9641	0.0178	0
9642	0.4846	0.0242
9643	0.6826	0.138
9644	0.2348	0.0456
9645	0.1158	0.0072
9646	0.163	0.0186
9647	0.2454	0.0334
9648	0.0006	0
9649	0.001	0.0004
9650	0.02	0
9651	0.489	0.0328
9652	0.6226	0.129
9653	0.195	0.0416
9654	0.111	0.0132
9655	0.2382	0.024
9656	0.3404	0.033
9657	0.0008	0.0002
9658	0.0012	0.0006
9659	0.052	0.0006
9660	0.4896	0.0562
9661	0.505	0.1066
9662	0.1698	0.0386
9663	0.1116	0.0174
9664	0.2238	0.0256
9665	0.2632	0.0356
9666	0.0008	0
9667	0.0008	0
9668	0.0792	0.0202
9669	0.418	0.0388
9670	0.473	0.1018
9671	0.1628	0.043
9672	0.1174	0.0266
9673	0.1612	0.0316
9674	0.1042	0.023
9675	0.0084	0.0054
9676	0.044	0.02
9677	0.0764	0
9678	0.4386	0.058
9679	0.4882	0.1094
9680	0.1592	0.0376
9681	0.1264	0.022
9682	0.1408	0.0234
9683	0.0502	0.01
9684	0.0712	0.021
9685	0.0006	0.0004
9686	0.0802	0.0002
9687	0.4712	0.0426
9688	0.5374	0.1174
9689	0.1836	0.039
9690	0.1352	0.0236
9691	0.1712	0.0136
9692	0.1588	0.0218
9693	0.0716	0.0208
9694	0.0006	0
9695	0.0836	0.0006
9696	0.4724	0.048
9697	0.5662	0.1216
9698	0.1804	0.0414
9699	0.1144	0.0174
9700	0.1574	0.0208
9701	0.151	0.0216
9702	0.048	0.0156
9703	0.0016	0.0002
9704	0.0864	0.001
9705	0.479	0.0616
9706	0.5074	0.107
9707	0.1612	0.04
9708	0.0884	0.0182
9709	0.123	0.022
9710	0.066	0.0142
9711	0.0248	0.0098
9712	0.0066	0.0094
9713	0.1156	0.0202
9714	0.4706	0.0432
9715	0.5224	0.112
9716	0.1798	0.0398
9717	0.1338	0.0202
9718	0.1816	0.016
9719	0.0562	0.0092
9720	0.023	0.0092
9721	0.0684	0.0212
9722	0.091	0.0002
9723	0.4962	0.0426
9724	0.5578	0.1202
9725	0.2114	0.0402
9726	0.2222	0.0176
9727	0.2014	0.0126
9728	0.0494	0.009
9729	0.0886	0.0268
9730	0.0004	0.0002
9731	0.0932	0
9732	0.4986	0.0438
9733	0.55	0.1188
9734	0.2146	0.0394
9735	0.0922	0.0108
9736	0.0968	0.011
9737	0.1586	0.0224
9738	0.1006	0.0276
9739	0.0002	0
9740	0.0978	0.0002
9741	0.5038	0.065
9742	0.5192	0.1114
9743	0.1458	0.0348
9744	0.0354	0.006
9745	0.0872	0.0172
9746	0.1064	0.0234
9747	0.0478	0.0156
9748	0.0012	0
9749	0.0992	0.0002
9750	0.525	0.0516
9751	0.5556	0.12
9752	0.145	0.0302
9753	0.093	0.0114
9754	0.1504	0.022
9755	0.1488	0.0344
9756	0.0006	0.0124
9757	0.001	0.0002
9758	0.1296	0.001
9759	0.5316	0.0534
9760	0.5306	0.1202
9761	0.1188	0.0258
9762	0.1028	0.0168
9763	0.2026	0.0232
9764	0.1356	0.0328
9765	0.0012	0.0002
9766	0.0014	0.0002
9767	0.1352	0
9768	0.5362	0.0538
9769	0.4848	0.1182
9770	0.109	0.0254
9771	0.1238	0.0238
9772	0.2368	0.033
9773	0.1384	0.0322
9774	0.0008	0.0002
9775	0.0014	0.0002
9776	0.1392	0.0004
9777	0.5342	0.0688
9778	0.4592	0.114
9779	0.113	0.026
9780	0.1312	0.0252
9781	0.242	0.0326
9782	0.139	0.0336
9783	0.0006	0.0002
9784	0.0004	0
9785	0.1442	0.0002
9786	0.5216	0.0558
9787	0.443	0.1094
9788	0.1226	0.0278
9789	0.1374	0.0276
9790	0.2488	0.0448
9791	0.1024	0.0242
9792	0.0004	0.0006
9793	0.0008	0.0004
9794	0.1482	0.0002
9795	0.5088	0.057
9796	0.4272	0.1048
9797	0.1294	0.0294
9798	0.1832	0.034
9799	0.2904	0.05
9800	0.0138	0
9801	0.0008	0.0002
9802	0.0006	0
9803	0.154	0.0024
9804	0.495	0.0582
9805	0.4148	0.1004
9806	0.136	0.0304
9807	0.2644	0.0448
9808	0.4544	0.0416
9809	0.0084	0.0004
9810	0.0008	0.0004
9811	0.0008	0.0004
9812	0.1594	0
9813	0.4786	0.0642
9814	0.387	0.0926
9815	0.1962	0.0374
9816	0.2912	0.0546
9817	0.4388	0.0358
9818	0.008	0.0002
9819	0.0008	0.0002
9820	0.0008	0.0002
9821	0.1636	0.0034
9822	0.455	0.0708
9823	0.3656	0.0872
9824	0.2358	0.0494
9825	0.2732	0.052
9826	0.4296	0.0308
9827	0.008	0
9828	0.0006	0
9829	0.0008	0.0002
9830	0.1676	0.0088
9831	0.4388	0.0616
9832	0.3858	0.0876
9833	0.2554	0.053
9834	0.2774	0.0544
9835	0.4186	0.0246
9836	0.0064	0
9837	0.0008	0.0002
9838	0.0012	0.0004
9839	0.1706	0.031
9840	0.365	0.0576
9841	0.3966	0.087
9842	0.278	0.0558
9843	0.2892	0.0542
9844	0.3268	0.0004
9845	0.0056	0.0002
9846	0.0008	0
9847	0.0374	0.0056
9848	0.1516	0.033
9849	0.3068	0.0326
9850	0.4042	0.084
9851	0.367	0.0628
9852	0.3704	0.054
9853	0.137	0.0036
9854	0.023	0.0008
9855	0.0012	0
9856	0.0786	0.0002
9857	0.175	0.0358
9858	0.2982	0.0306
9859	0.4266	0.0958
9860	0.3446	0.0622
9861	0.4062	0.046
9862	0.082	0
9863	0.0044	0
9864	0.001	0
9865	0.069	0
9866	0.1534	0.0318
9867	0.3174	0.0276
9868	0.4602	0.0936
9869	0.3422	0.0654
9870	0.4016	0.0416
9871	0.0998	0
9872	0.0076	0.0002
9873	0.0004	0.0006
9874	0.0548	0.0102
9875	0.096	0.0246
9876	0.3276	0.0224
9877	0.5064	0.1016
9878	0.3378	0.0686
9879	0.3186	0.0378
9880	0.0876	0.0002
9881	0.0246	0
9882	0.001	0.0004
9883	0.028	0.0002
9884	0.0964	0.0214
9885	0.3556	0.0258
9886	0.5404	0.1062
9887	0.3502	0.072
9888	0.3842	0.0338
9889	0.1984	0.0002
9890	0.049	0
9891	0.0012	0
9892	0.0138	0
9893	0.063	0.016
9894	0.3174	0.0196
9895	0.554	0.1052
9896	0.3538	0.0756
9897	0.2498	0.0302
9898	0.1092	0
9899	0.0242	0.0002
9900	0.001	0
9901	0.0102	0.0002
9902	0.051	0.0138
9903	0.2744	0
9904	0.639	0.121
9905	0.3524	0.0778
9906	0.3222	0.0276
9907	0.2306	0
9908	0.1152	0.0002
9909	0.0006	0.0004
9910	0.0004	0.0004
9911	0.0002	0.0002
9912	0.0012	0.0002
9913	0.0114	0
9914	0.3928	0.0878
9915	0.453	0.1106
9916	0.3186	0.055
9917	0.2708	0.0004
9918	0.2524	0
9919	0.1656	0
9920	0.0006	0.0002
9921	0.0012	0
9922	0.0248	0.0044
9923	0.3808	0.0558
9924	0.6634	0.1246
9925	0.4714	0.0878
9926	0.3122	0
9927	0.3018	0.0002
9928	0.1654	0
9929	0.0008	0
9930	0.0006	0
9931	0.0016	0
9932	0.0794	0.016
9933	0.6542	0.0916
9934	0.6514	0.1554
9935	0.3842	0.0004
9936	0.3716	0.0002
9937	0.3486	0.0002
9938	0.0588	0
9939	0.0012	0.0004
9940	0.001	0.0004
9941	0.0438	0.012
9942	0.5378	0.048
9943	0.6654	0.1618
9944	0.1942	0.0128
9945	0.2656	0.0276
9946	0.2222	0.003
9947	0.0886	0.0016
9948	0.001	0.0004
9949	0.0002	0.0048
9950	0.01	0
9951	0.1236	0.0176
9952	0.5742	0.1508
9953	0.2198	0.0392
9954	0.2016	0.036
9955	0.155	0.0134
9956	0.1364	0.0138
9957	0.1282	0.0324
9958	0.0006	0.0004
9959	0.0008	0
9960	0.4316	0.0004
9961	0.6298	0.1556
9962	0.2324	0.0424
9963	0.1532	0.0184
9964	0.1234	0.0062
9965	0.2386	0.0238
9966	0.0836	0.0238
9967	0.0006	0.0002
9968	0.001	0.0004
9969	0.4638	0.0284
9970	0.6024	0.146
9971	0.1634	0.0422
9972	0.0444	0.0086
9973	0.1042	0.0216
9974	0.134	0.022
9975	0.027	0.01
9976	0.0128	0.0102
9977	0.0344	0.0202
9978	0.4656	0.0088
9979	0.6122	0.15
9980	0.1162	0.0332
9981	0.1148	0.0202
9982	0.1554	0.0214
9983	0.1368	0.0124
9984	0.0208	0.0092
9985	0.074	0.0238
9986	0.0004	0.01
9987	0.4838	0.0204
9988	0.5892	0.147
9989	0.0754	0.0164
9990	0.1154	0.0214
9991	0.0906	0.0152
9992	0.075	0.0094
9993	0.0742	0.0212
9994	0.0012	0.0096
9995	0.0054	0.02
9996	0.5128	0.0068
9997	0.6002	0.1484
9998	0.128	0.0278
9999	0.114	0.0246
10000	0.0976	0.0162
10001	0.134	0.0258
10002	0.0268	0.0102
10003	0.054	0.0214
10004	0.0194	0.013
10005	0.541	0.0002
10006	0.6388	0.1554
10007	0.1298	0.021
10008	0.1294	0.0094
10009	0.1118	0.0192
10010	0.1262	0.0128
10011	0.0694	0.0206
10012	0.0002	0.0002
10013	0.0002	0.0004
10014	0.5854	0.0002
10015	0.7006	0.1698
10016	0.1796	0.0212
10017	0.1334	0.0172
10018	0.1614	0.0124
10019	0.2688	0.0392
10020	0.0006	0
10021	0.0012	0.0004
10022	0.001	0.0004
10023	0.5884	0
10024	0.6984	0.1656
10025	0.0868	0.0144
10026	0.102	0.013
10027	0.239	0.042
10028	0.413	0.0266
10029	0.0004	0
10030	0.0004	0.0006
10031	0.0006	0.0004
10032	0.5834	0.0004
10033	0.6352	0.1574
10034	0.0714	0.0144
10035	0.1672	0.0366
10036	0.2542	0.0448
10037	0.4028	0.0212
10038	0.0008	0.0002
10039	0.0018	0.0002
10040	0.0008	0.0002
10041	0.5502	0.02
10042	0.5848	0.1478
10043	0.1102	0.0268
10044	0.2596	0.0426
10045	0.4238	0.043
10046	0.3518	0.0002
10047	0.0004	0.0002
10048	0.0008	0.0008
10049	0.007	0.0002
10050	0.2274	0.0478
10051	0.3716	0.1096
10052	0.1206	0.0206
10053	0.2634	0.0506
10054	0.1996	0.0378
10055	0.0536	0.0002
10056	0.001	0
10057	0.0008	0
10058	0.0312	0
10059	0.2782	0.0278
10060	0.4548	0.1166
10061	0.2206	0.0224
10062	0.337	0.0686
10063	0.4402	0.0322
10064	0.2352	0.0002
10065	0.001	0.0002
10066	0.0008	0.0006
10067	0.0366	0
10068	0.326	0.0318
10069	0.4148	0.1074
10070	0.2706	0.0242
10071	0.378	0.0808
10072	0.4186	0.0272
10073	0.2064	0.0002
10074	0.001	0.0002
10075	0.0004	0
10076	0.041	0.0002
10077	0.3518	0.0308
10078	0.3804	0.0922
10079	0.2708	0.025
10080	0.3906	0.084
10081	0.4286	0.022
10082	0.1958	0
10083	0.0004	0.0004
10084	0.0006	0.0002
10085	0.035	0.0088
10086	0.24	0.016
10087	0.3818	0.0924
10088	0.3294	0.0304
10089	0.3872	0.0862
10090	0.2408	0.0092
10091	0.1254	0.0044
10092	0.0156	0.0044
10093	0.046	0.0146
10094	0.0228	0.0004
10095	0.2874	0.0218
10096	0.386	0.0914
10097	0.372	0.0312
10098	0.502	0.088
10099	0.2858	0
10100	0.1846	0.0004
10101	0.0184	0.009
10102	0.0106	0.0086
10103	0.0216	0.0106
10104	0.114	0.0022
10105	0.3784	0.0852
10106	0.4004	0.0376
10107	0.4296	0.0952
10108	0.209	0.0126
10109	0.161	0.0114
10110	0.0154	0.0028
10111	0.0818	0.0208
10112	0.0014	0.0116
10113	0.2566	0.0056
10114	0.3736	0.0836
10115	0.3816	0.0302
10116	0.464	0.0858
10117	0.115	0
10118	0.1128	0.0004
10119	0.0438	0.0116
10120	0.0736	0.0206
10121	0.0008	0.0104
10122	0.2406	0.0128
10123	0.3724	0.0812
10124	0.3818	0.0342
10125	0.3948	0.085
10126	0.091	0.0034
10127	0.0938	0.005
10128	0.047	0.0126
10129	0.0324	0.0106
10130	0.0064	0.0008
10131	0.1422	0.0152
10132	0.3662	0.0836
10133	0.4104	0.0464
10134	0.4168	0.086
10135	0.2092	0.0056
10136	0.2044	0.0118
10137	0.0406	0.0092
10138	0.0262	0.01
10139	0.0176	0.0064
10140	0.0982	0.0002
10141	0.3806	0.0814
10142	0.3998	0.0338
10143	0.4472	0.0852
10144	0.3358	0.027
10145	0.2752	0.0124
10146	0.0586	0.0058
10147	0.0626	0.0158
10148	0.0008	0.0068
10149	0.245	0.0196
10150	0.3512	0.0748
10151	0.3866	0.038
10152	0.374	0.0832
10153	0.1678	0.0108
10154	0.1464	0.0096
10155	0.0784	0.0206
10156	0.006	0.0042
10157	0.0092	0.0202
10158	0.1738	0.0034
10159	0.36	0.0732
10160	0.3984	0.0406
10161	0.3618	0.0828
10162	0.1018	0.0136
10163	0.1282	0.0218
10164	0.0448	0.0116
10165	0.0986	0.0218
10166	0.0648	0.0208
10167	0.2272	0.0002
10168	0.3686	0.0764
10169	0.381	0.038
10170	0.348	0.0728
10171	0.0818	0.0108
10172	0.075	0.0118
10173	0.0814	0.0208
10174	0.078	0.0208
10175	0.0006	0.01
10176	0.2602	0.021
10177	0.3786	0.0762
10178	0.3648	0.0392
10179	0.2914	0.0676
10180	0.0466	0.0072
10181	0.0942	0.0176
10182	0.081	0.0216
10183	0.0264	0.0094
10184	0.0016	0.02
10185	0.251	0
10186	0.4014	0.0794
10187	0.3546	0.0458
10188	0.2738	0.0666
10189	0.088	0.0168
10190	0.135	0.0262
10191	0.0444	0.0116
10192	0.0866	0.0212
10193	0.0434	0.015
10194	0.2696	0.0002
10195	0.4268	0.086
10196	0.3334	0.042
10197	0.264	0.0574
10198	0.0924	0.0168
10199	0.096	0.0132
10200	0.0774	0.0208
10201	0.0478	0.0154
10202	0.001	0.0002
10203	0.302	0.0002
10204	0.4716	0.0954
10205	0.3226	0.0434
10206	0.2524	0.056
10207	0.0976	0.0106
10208	0.144	0.0206
10209	0.0654	0.0206
10210	0.0008	0
10211	0.0008	0
10212	0.314	0.0166
10213	0.4794	0.0962
10214	0.3204	0.046
10215	0.2174	0.05
10216	0.1012	0.0158
10217	0.1908	0.022
10218	0.0844	0.0224
10219	0.0008	0
10220	0.0014	0.0002
10221	0.3278	0.0222
10222	0.4642	0.0918
10223	0.3008	0.047
10224	0.1926	0.0466
10225	0.1066	0.0196
10226	0.1538	0.0218
10227	0.0402	0.0112
10228	0.0242	0.009
10229	0.03	0.0202
10230	0.3012	0
10231	0.4792	0.0924
10232	0.2948	0.048
10233	0.2056	0.0456
10234	0.1422	0.021
10235	0.1368	0.013
10236	0.032	0.0102
10237	0.0734	0.0214
10238	0.0002	0.009
10239	0.3248	0.0098
10240	0.5282	0.1026
10241	0.3002	0.0498
10242	0.2434	0.046
10243	0.1454	0.014
10244	0.1588	0.0102
10245	0.0768	0.0208
10246	0.001	0
10247	0.0016	0.0004
10248	0.3286	0.0084
10249	0.5572	0.1088
10250	0.3106	0.0516
10251	0.221	0.0424
10252	0.1414	0.0066
10253	0.227	0.0184
10254	0.0906	0.0238
10255	0.0004	0.0002
10256	0.0002	0.0004
10257	0.345	0.0292
10258	0.5274	0.0988
10259	0.3	0.0534
10260	0.1602	0.0366
10261	0.0834	0.0126
10262	0.1312	0.0206
10263	0.0346	0.011
10264	0.0232	0.0098
10265	0.0228	0.0186
10266	0.3386	0.0002
10267	0.5548	0.104
10268	0.2936	0.0554
10269	0.1772	0.032
10270	0.1528	0.0158
10271	0.1432	0.0118
10272	0.0334	0.0098
10273	0.0784	0.0216
10274	0.0006	0.0104
10275	0.368	0.0218
10276	0.5572	0.102
10277	0.2812	0.0596
10278	0.174	0.032
10279	0.0888	0.0118
10280	0.0852	0.0112
10281	0.0768	0.0204
10282	0.0018	0.0106
10283	0.0076	0.0184
10284	0.2886	0.0022
10285	0.5824	0.107
10286	0.3166	0.0658
10287	0.1698	0.0324
10288	0.1018	0.01
10289	0.1292	0.0186
10290	0.038	0.0108
10291	0.0266	0.0212
10292	0.0002	0
10293	0.3504	0.0094
10294	0.625	0.122
10295	0.3088	0.068
10296	0.21	0.0308
10297	0.1224	0.012
10298	0.128	0.0126
10299	0.0908	0.0214
10300	0.0472	0.0164
10301	0.0012	0.0004
10302	0.3726	0.0002
10303	0.6466	0.1226
10304	0.3596	0.0598
10305	0.1832	0.0186
10306	0.1136	0.0018
10307	0.1582	0.0122
10308	0.0662	0.0206
10309	0.0004	0.0002
10310	0.0004	0
10311	0.2928	0
10312	0.658	0.1246
10313	0.2758	0.06
10314	0.1144	0.011
10315	0.1188	0.0122
10316	0.2054	0.0224
10317	0.0872	0.0224
10318	0.0008	0.0002
10319	0.0004	0.0002
10320	0.4476	0.0216
10321	0.6484	0.1206
10322	0.247	0.0566
10323	0.0652	0.0072
10324	0.1184	0.0198
10325	0.1814	0.0208
10326	0.0334	0.0118
10327	0.0028	0.0094
10328	0.0214	0.0202
10329	0.4102	0.0004
10330	0.6306	0.1192
10331	0.2296	0.0526
10332	0.0992	0.014
10333	0.15	0.0212
10334	0.155	0.0132
10335	0.0276	0.0096
10336	0.0708	0.0216
10337	0.0006	0.0004
10338	0.4324	0.0002
10339	0.6534	0.1318
10340	0.2288	0.0488
10341	0.1586	0.0202
10342	0.1318	0.0128
10343	0.1382	0.0108
10344	0.0756	0.0216
10345	0.0008	0
10346	0.0014	0
10347	0.4148	0.0154
10348	0.6728	0.1364
10349	0.2664	0.0496
10350	0.1514	0.0148
10351	0.1548	0.01
10352	0.2494	0.0308
10353	0.0824	0.0232
10354	0.0008	0
10355	0.0004	0.0002
10356	0.4502	0.001
10357	0.6958	0.1354
10358	0.214	0.0478
10359	0.0906	0.0074
10360	0.1396	0.0196
10361	0.2726	0.0226
10362	0.0676	0.0192
10363	0.0004	0.0006
10364	0.0006	0
10365	0.4632	0.0024
10366	0.6742	0.134
10367	0.1894	0.0434
10368	0.0916	0.0134
10369	0.1528	0.0224
10370	0.288	0.0234
10371	0.055	0.0162
10372	0.0012	0
10373	0.0008	0.0002
10374	0.4586	0.0312
10375	0.6252	0.13
10376	0.1772	0.0408
10377	0.1062	0.018
10378	0.1532	0.0232
10379	0.2682	0.0244
10380	0.0484	0.0146
10381	0.001	0.0002
10382	0.0006	0
10383	0.445	0.04
10384	0.5622	0.1216
10385	0.1592	0.0402
10386	0.0938	0.0208
10387	0.123	0.0232
10388	0.1532	0.0198
10389	0.0182	0.0076
10390	0.0058	0.0072
10391	0.0264	0.0178
10392	0.438	0.0214
10393	0.5756	0.1252
10394	0.1778	0.0416
10395	0.1188	0.0218
10396	0.1606	0.0216
10397	0.1464	0.0104
10398	0.0292	0.01
10399	0.064	0.0204
10400	0.0094	0.0002
10401	0.456	0.0222
10402	0.6086	0.1318
10403	0.1986	0.043
10404	0.1698	0.0222
10405	0.1684	0.0134
10406	0.136	0.0092
10407	0.0804	0.0266
10408	0.0008	0.0002
10409	0.0122	0.0002
10410	0.4436	0.0226
10411	0.6032	0.1286
10412	0.2246	0.0452
10413	0.1152	0.0158
10414	0.1052	0.0088
10415	0.212	0.0214
10416	0.1084	0.0292
10417	0.0008	0
10418	0.014	0.0004
10419	0.4484	0.0348
10420	0.6428	0.1274
10421	0.1812	0.044
10422	0.0548	0.0074
10423	0.1032	0.0186
10424	0.2176	0.0228
10425	0.106	0.0284
10426	0.0012	0
10427	0.0242	0
10428	0.4518	0.0636
10429	0.6328	0.1274
10430	0.1628	0.0396
10431	0.064	0.0124
10432	0.1126	0.0214
10433	0.2004	0.0302
10434	0.09	0.0248
10435	0.0008	0
10436	0.0282	0
10437	0.4542	0.0368
10438	0.6112	0.1264
10439	0.1488	0.0364
10440	0.0804	0.0172
10441	0.1318	0.0218
10442	0.2122	0.0322
10443	0.0786	0.022
10444	0.0004	0
10445	0.0312	0.0004
10446	0.4548	0.034
10447	0.592	0.1258
10448	0.1436	0.0356
10449	0.094	0.0198
10450	0.1456	0.0228
10451	0.2162	0.0328
10452	0.0548	0.0162
10453	0	0.0004
10454	0.0372	0.0002
10455	0.4562	0.0286
10456	0.5748	0.1254
10457	0.1472	0.036
10458	0.1042	0.0214
10459	0.1628	0.0232
10460	0.2144	0.031
10461	0.0006	0.0098
10462	0.0014	0.0002
10463	0.0398	0.0002
10464	0.46	0.0506
10465	0.5136	0.1136
10466	0.1548	0.0384
10467	0.1042	0.024
10468	0.1702	0.0232
10469	0.2036	0.0316
10470	0.0004	0.0004
10471	0.0008	0.0002
10472	0.044	0.0124
10473	0.4268	0.0312
10474	0.5102	0.114
10475	0.1612	0.0382
10476	0.1076	0.0232
10477	0.1678	0.0234
10478	0.1822	0.029
10479	0.001	0.0004
10480	0.0012	0.004
10481	0.049	0.0042
10482	0.4404	0.0528
10483	0.4938	0.1078
10484	0.1682	0.0398
10485	0.1078	0.0236
10486	0.1424	0.0238
10487	0.1202	0.021
10488	0.0056	0.004
10489	0.0012	0.004
10490	0.054	0.015
10491	0.432	0.0462
10492	0.4594	0.0972
10493	0.1844	0.0418
10494	0.1274	0.0242
10495	0.1484	0.023
10496	0.0878	0.0112
10497	0.0274	0.0096
10498	0.0586	0.0182
10499	0.1098	0.0082
10500	0.4232	0.0548
10501	0.4648	0.1042
10502	0.1976	0.0454
10503	0.14	0.0264
10504	0.118	0.0164
10505	0.0418	0.0098
10506	0.0738	0.0244
10507	0.0002	0.0002
10508	0.111	0.0004
10509	0.4588	0.0484
10510	0.496	0.1096
10511	0.1972	0.0388
10512	0.1354	0.0214
10513	0.1134	0.0066
10514	0.169	0.0208
10515	0.0938	0.0258
10516	0.0008	0.0002
10517	0.117	0
10518	0.4784	0.05
10519	0.5354	0.1096
10520	0.1682	0.0386
10521	0.0786	0.0116
10522	0.1156	0.0202
10523	0.1612	0.0218
10524	0.0888	0.0244
10525	0.001	0.0002
10526	0.1242	0.0092
10527	0.482	0.0636
10528	0.4978	0.1026
10529	0.146	0.0348
10530	0.0794	0.0152
10531	0.1222	0.0216
10532	0.1524	0.0226
10533	0.0756	0.0218
10534	0.0008	0.0002
10535	0.17	0.0004
10536	0.4902	0.0684
10537	0.48	0.1044
10538	0.134	0.0324
10539	0.0962	0.018
10540	0.142	0.0226
10541	0.135	0.0226
10542	0.0546	0.0162
10543	0.0012	0.0004
10544	0.1742	0.0004
10545	0.4974	0.0784
10546	0.4632	0.1028
10547	0.1304	0.0312
10548	0.1052	0.0208
10549	0.152	0.0228
10550	0.1208	0.0228
10551	0.0006	0.01
10552	0.0006	0.0032
10553	0.1784	0.003
10554	0.566	0.0862
10555	0.4278	0.0978
10556	0.1382	0.0318
10557	0.1166	0.0216
10558	0.1996	0.0234
10559	0.1078	0.0268
10560	0.001	0
10561	0.001	0.0002
10562	0.216	0.0144
10563	0.493	0.065
10564	0.4198	0.0946
10565	0.147	0.0324
10566	0.127	0.023
10567	0.1784	0.0218
10568	0.0752	0.023
10569	0.0006	0.0002
10570	0.0014	0.0006
10571	0.1844	0.0018
10572	0.5138	0.0682
10573	0.4328	0.0968
10574	0.163	0.0372
10575	0.1444	0.026
10576	0.2548	0.0376
10577	0.0932	0.0244
10578	0.0008	0.0004
10579	0.0006	0.0002
10580	0.1862	0.01
10581	0.5012	0.0664
10582	0.4212	0.0934
10583	0.168	0.0392
10584	0.165	0.027
10585	0.2988	0.0436
10586	0.005	0.0004
10587	0.001	0
10588	0.001	0.0004
10589	0.1898	0.001
10590	0.4876	0.0672
10591	0.406	0.0882
10592	0.1772	0.0414
10593	0.2472	0.044
10594	0.4296	0.035
10595	0.004	0
10596	0.0006	0
10597	0.0006	0
10598	0.1944	0.0106
10599	0.4698	0.0676
10600	0.3684	0.079
10601	0.2442	0.0566
10602	0.2518	0.0468
10603	0.4164	0.0296
10604	0.0032	0.0002
10605	0.0004	0.0004
10606	0.001	0
10607	0.1954	0.0046
10608	0.4416	0.0646
10609	0.3614	0.0702
10610	0.29	0.0636
10611	0.2678	0.0504
10612	0.4046	0.0242
10613	0.003	0.0002
10614	0.0006	0.0002
10615	0.0006	0
10616	0.1654	0
10617	0.4248	0.056
10618	0.3768	0.0702
10619	0.3178	0.065
10620	0.2828	0.051
10621	0.3554	0
10622	0.008	0.0004
10623	0.0012	0
10624	0	0.0002
10625	0.1426	0.0008
10626	0.4058	0.0514
10627	0.4142	0.0704
10628	0.4232	0.0774
10629	0.4618	0.0466
10630	0.382	0
10631	0.0178	0.0004
10632	0.0006	0.0004
10633	0.0008	0.0002
10634	0.0028	0.0012
10635	0.0114	0.0032
10636	0.2438	0.0312
10637	0.582	0.1188
10638	0.4194	0.0842
10639	0.3364	0.0322
10640	0.2144	0.0002
10641	0.1504	0
10642	0.001	0.0062
10643	0.0008	0.0002
10644	0.0006	0.0002
10645	0.1026	0.0268
10646	0.391	0.0424
10647	0.5508	0.0962
10648	0.3682	0.0718
10649	0.2722	0.0326
10650	0.339	0.0468
10651	0.026	0.0002
10652	0.0002	0
10653	0.0132	0.0132
10654	0.063	0.0002
10655	0.365	0.0262
10656	0.4842	0.0836
10657	0.2568	0.0534
10658	0.185	0.0428
10659	0.1546	0.0148
10660	0.1582	0.0306
10661	0.1404	0.038
10662	0.0008	0.0004
10663	0.0608	0.0208
10664	0.3286	0.0336
10665	0.48	0.0868
10666	0.2162	0.0492
10667	0.0744	0.0172
10668	0.0824	0.0198
10669	0.184	0.0366
10670	0.0718	0.0182
10671	0.0012	0.0004
10672	0.023	0.0098
10673	0.34	0.0186
10674	0.5306	0.0918
10675	0.2292	0.054
10676	0.0822	0.0196
10677	0.1978	0.0442
10678	0.2246	0.0268
10679	0.0784	0.0198
10680	0.0004	0
10681	0.0096	0.0158
10682	0.2794	0.0052
10683	0.4656	0.0938
10684	0.183	0.0428
10685	0.1524	0.0278
10686	0.237	0.0556
10687	0.1844	0.028
10688	0.069	0.0174
10689	0.116	0.0314
10690	0.0002	0.0002
10691	0.3122	0.0208
10692	0.4264	0.0862
10693	0.1472	0.036
10694	0.1892	0.04
10695	0.1758	0.045
10696	0.0244	0
10697	0.0556	0.001
10698	0.0972	0.0278
10699	0.0034	0.0002
10700	0.3024	0.0216
10701	0.4012	0.083
10702	0.1764	0.0366
10703	0.258	0.0448
10704	0.1736	0.041
10705	0.0232	0.0004
10706	0.0954	0.021
10707	0.0664	0.0186
10708	0.0102	0.0002
10709	0.3518	0.0286
10710	0.4214	0.0884
10711	0.2066	0.0388
10712	0.2396	0.0448
10713	0.2116	0.0394
10714	0.1158	0.0148
10715	0.0714	0.0198
10716	0.0022	0.0084
10717	0.0456	0.0108
10718	0.351	0.022
10719	0.4242	0.0884
10720	0.1952	0.0408
10721	0.2148	0.044
10722	0.1966	0.0396
10723	0.0934	0.0186
10724	0.0432	0.0126
10725	0.0192	0.0176
10726	0.0446	0
10727	0.3724	0.0268
10728	0.433	0.0884
10729	0.1994	0.0424
10730	0.192	0.042
10731	0.2074	0.0384
10732	0.0784	0.013
10733	0.0742	0.02
10734	0.0024	0.0088
10735	0.0686	0.0202
10736	0.3742	0.027
10737	0.438	0.0878
10738	0.2012	0.0434
10739	0.1746	0.0436
10740	0.0874	0.0098
10741	0.0894	0.0204
10742	0.034	0.011
10743	0.066	0.0196
10744	0.0646	0.0002
10745	0.403	0.0356
10746	0.446	0.088
10747	0.2742	0.0456
10748	0.2212	0.038
10749	0.1162	0.0146
