#time,	NE,	NI
5772	0.1412	0.0146
5773	0.0362	0.0098
5774	0.0606	0.0194
5775	0.0016	0.0006
5776	0.2752	0.0002
5777	0.623	0.1272
5778	0.35	0.0886
5779	0.1294	0.0206
5780	0.1382	0.0164
5781	0.1416	0.01
5782	0.0742	0.0194
5783	0.0008	0.0086
5784	0.0008	0.009
5785	0.2848	0.0142
5786	0.6204	0.1252
5787	0.3632	0.0898
5788	0.105	0.0186
5789	0.0966	0.0098
5790	0.1328	0.0184
5791	0.0358	0.01
5792	0.0178	0.0102
5793	0.0412	0.0162
5794	0.2858	0.0004
5795	0.6476	0.132
5796	0.3674	0.0894
5797	0.1242	0.0096
5798	0.162	0.0178
5799	0.1492	0.0126
5800	0.0334	0.0098
5801	0.0662	0.0198
5802	0.001	0.0002
5803	0.3138	0.0002
5804	0.6722	0.139
5805	0.3652	0.0848
5806	0.1534	0.0132
5807	0.1264	0.0138
5808	0.1318	0.0098
5809	0.0804	0.0206
5810	0.0014	0.0104
5811	0.0008	0.0076
5812	0.3016	0.0158
5813	0.639	0.1306
5814	0.368	0.0876
5815	0.087	0.0142
5816	0.0858	0.0142
5817	0.1298	0.0242
5818	0.0402	0.0116
5819	0.0012	0.0074
5820	0.0084	0.0134
5821	0.2988	0.005
5822	0.6514	0.126
5823	0.3094	0.074
5824	0.099	0.0162
5825	0.1382	0.025
5826	0.1314	0.0118
5827	0.0342	0.0098
5828	0.0624	0.0164
5829	0.0398	0.0144
5830	0.3796	0.0002
5831	0.6524	0.13
5832	0.2878	0.0606
5833	0.142	0.0142
5834	0.1288	0.021
5835	0.088	0.0078
5836	0.0714	0.0184
5837	0.0012	0.0154
5838	0.0006	0
5839	0.347	0.0004
5840	0.6506	0.127
5841	0.3066	0.0708
5842	0.1178	0.0242
5843	0.1172	0.0192
5844	0.1544	0.026
5845	0.0976	0.0244
5846	0.0104	0.0076
5847	0.01	0.0074
5848	0.4046	0.0272
5849	0.6314	0.1244
5850	0.2984	0.066
5851	0.0746	0.0138
5852	0.102	0.019
5853	0.1626	0.0226
5854	0.0526	0.0148
5855	0.0008	0.006
5856	0.0018	0.0148
5857	0.3622	0.0022
5858	0.6202	0.1214
5859	0.266	0.0642
5860	0.1038	0.0224
5861	0.1368	0.0266
5862	0.163	0.0212
5863	0.0298	0.0102
5864	0.06	0.0196
5865	0.001	0.0002
5866	0.3616	0.0056
5867	0.6156	0.122
5868	0.2762	0.0688
5869	0.123	0.0222
5870	0.141	0.0208
5871	0.1354	0.0078
5872	0.063	0.0184
5873	0.0006	0
5874	0.0008	0
5875	0.3388	0.0096
5876	0.6294	0.1366
5877	0.2686	0.05
5878	0.1842	0.035
5879	0.1816	0.0128
5880	0.2714	0.0374
5881	0.0008	0.0002
5882	0.0012	0.0002
5883	0.0012	0.0002
5884	0.3766	0
5885	0.6156	0.1314
5886	0.2834	0.0514
5887	0.1886	0.0358
5888	0.2378	0.0214
5889	0.4178	0.0308
5890	0.001	0.0004
5891	0.0004	0.0004
5892	0.0004	0.0002
5893	0.3698	0.0278
5894	0.549	0.1166
5895	0.2818	0.0408
5896	0.1866	0.0424
5897	0.1362	0.0216
5898	0.1618	0.0106
5899	0.0324	0.01
5900	0.025	0.01
5901	0.0634	0.021
5902	0.3328	0.0002
5903	0.5524	0.119
5904	0.3102	0.0408
5905	0.2658	0.0494
5906	0.2704	0.022
5907	0.184	0.0002
5908	0.0004	0.0002
5909	0.0384	0.013
5910	0.0012	0.0002
5911	0.2244	0.0002
5912	0.5458	0.115
5913	0.3632	0.0572
5914	0.3386	0.0628
5915	0.3692	0.0344
5916	0.3754	0.0004
5917	0.065	0.0172
5918	0.0006	0
5919	0.001	0.0004
5920	0.1706	0.0002
5921	0.4966	0.102
5922	0.3888	0.06
5923	0.3226	0.053
5924	0.3538	0.043
5925	0.408	0.023
5926	0.005	0.0002
5927	0.0006	0
5928	0.0004	0.0002
5929	0.1896	0.0004
5930	0.4726	0.0776
5931	0.3798	0.0612
5932	0.3408	0.0522
5933	0.395	0.0494
5934	0.385	0.0002
5935	0.004	0.0004
5936	0.0004	0.0002
5937	0.0008	0.0002
5938	0.1602	0.0086
5939	0.4492	0.071
5940	0.379	0.0614
5941	0.3878	0.0536
5942	0.4872	0.0542
5943	0.37	0
5944	0.0094	0.0004
5945	0.0008	0.0002
5946	0.0004	0
5947	0.0042	0.0002
5948	0.1076	0.0248
5949	0.4274	0.0584
5950	0.4866	0.0842
5951	0.3988	0.0714
5952	0.3386	0.0216
5953	0.319	0.0002
5954	0.0324	0.0002
5955	0.0006	0.0002
5956	0.031	0.021
5957	0.1272	0.0002
5958	0.4046	0.0506
5959	0.4516	0.071
5960	0.2968	0.0574
5961	0.1464	0.0252
5962	0.083	0.0098
5963	0.0344	0.0058
5964	0.1402	0.0334
5965	0.0872	0.0254
5966	0.1262	0.0006
5967	0.3894	0.046
5968	0.4424	0.0716
5969	0.3832	0.0578
5970	0.1206	0.0236
5971	0.0484	0.0038
5972	0.1028	0.0248
5973	0.1658	0.0416
5974	0.0738	0.024
5975	0.1082	0.0002
5976	0.3746	0.0416
5977	0.4502	0.0888
5978	0.3336	0.0586
5979	0.1144	0.025
5980	0.0756	0.0122
5981	0.141	0.034
5982	0.149	0.0414
5983	0.0002	0.0002
5984	0.0898	0.0002
5985	0.358	0.0368
5986	0.4384	0.0732
5987	0.287	0.0516
5988	0.1168	0.0258
5989	0.0952	0.014
5990	0.2236	0.0222
5991	0.176	0.047
5992	0.0006	0.0002
5993	0.0744	0
5994	0.344	0.0328
5995	0.488	0.0912
5996	0.2634	0.0462
5997	0.1302	0.0326
5998	0.0978	0.0216
5999	0.227	0.045
6000	0.1236	0.034
6001	0.0004	0
6002	0.0584	0.0002
6003	0.329	0.0324
6004	0.41	0.0738
6005	0.2438	0.0432
6006	0.1464	0.0376
6007	0.1566	0.031
6008	0.2376	0.0508
6009	0.1044	0.0298
6010	0.0012	0
6011	0.0462	0.0002
6012	0.3162	0.0262
6013	0.3868	0.0734
6014	0.2412	0.0396
6015	0.1758	0.0436
6016	0.1928	0.032
6017	0.256	0.0572
6018	0.0868	0.0248
6019	0.001	0.0002
6020	0.0322	0
6021	0.3024	0.0224
6022	0.3616	0.0734
6023	0.213	0.033
6024	0.1972	0.0486
6025	0.222	0.0332
6026	0.2866	0.063
6027	0.0008	0.0002
6028	0.0004	0
6029	0.0208	0.0008
6030	0.2874	0.0182
6031	0.3516	0.077
6032	0.2638	0.0486
6033	0.193	0.0466
6034	0.3038	0.0334
6035	0.42	0.0644
6036	0.0022	0
6037	0.001	0.0002
6038	0.0008	0.0002
6039	0.2516	0.0082
6040	0.3666	0.0822
6041	0.25	0.0434
6042	0.1962	0.043
6043	0.3162	0.0244
6044	0.4952	0.0672
6045	0.0012	0.0002
6046	0.0008	0.0008
6047	0.0014	0.0002
6048	0.2576	0.0414
6049	0.2952	0.0846
6050	0.2144	0.0344
6051	0.2114	0.0438
6052	0.3372	0.0254
6053	0.4798	0.0724
6054	0.0006	0.0004
6055	0.0004	0.0002
6056	0.0106	0.0004
6057	0.2672	0.0294
6058	0.2582	0.0738
6059	0.1398	0.02
6060	0.1964	0.0432
6061	0.3468	0.0256
6062	0.4116	0.0766
6063	0.0012	0.0004
6064	0.0008	0
6065	0.0474	0.0002
6066	0.2766	0.0554
6067	0.232	0.063
6068	0.1696	0.0212
6069	0.1956	0.0444
6070	0.2868	0.0262
6071	0.2796	0.0622
6072	0.0088	0.0034
6073	0.0064	0.0036
6074	0.0988	0.0134
6075	0.2636	0.0354
6076	0.2532	0.0684
6077	0.174	0.0272
6078	0.2004	0.0444
6079	0.2778	0.0272
6080	0.2598	0.0594
6081	0.0012	0.0004
6082	0.0054	0
6083	0.0728	0.0006
6084	0.286	0.0382
6085	0.2652	0.0698
6086	0.1764	0.022
6087	0.2056	0.0448
6088	0.3332	0.0282
6089	0.328	0.068
6090	0.0004	0.0004
6091	0.0008	0.0008
6092	0.0826	0.0002
6093	0.2906	0.0536
6094	0.2396	0.064
6095	0.1788	0.0248
6096	0.2244	0.0502
6097	0.345	0.0508
6098	0.2796	0.0568
6099	0.0008	0.0002
6100	0.002	0.0004
6101	0.0932	0.0002
6102	0.2742	0.0654
6103	0.1086	0.0316
6104	0.2088	0.0316
6105	0.3022	0.0682
6106	0.3272	0.0512
6107	0.244	0.0526
6108	0.0004	0
6109	0.0012	0.0002
6110	0.1942	0.0002
6111	0.2584	0.0624
6112	0.081	0.0232
6113	0.1768	0.0282
6114	0.3274	0.0702
6115	0.3252	0.0546
6116	0.1866	0.0484
6117	0.0004	0.0004
6118	0.0006	0.0002
6119	0.1856	0.0002
6120	0.2482	0.0604
6121	0.0784	0.0216
6122	0.1698	0.0212
6123	0.3466	0.0742
6124	0.3174	0.0566
6125	0.169	0.0438
6126	0.0008	0
6127	0.0006	0
6128	0.1782	0.0002
6129	0.2372	0.0578
6130	0.0736	0.0246
6131	0.1924	0.03
6132	0.3842	0.0814
6133	0.3086	0.0582
6134	0.1508	0.0392
6135	0.0006	0
6136	0.0008	0
6137	0.1666	0.0002
6138	0.2236	0.0548
6139	0.0584	0.0208
6140	0.1826	0.009
6141	0.3982	0.0768
6142	0.3044	0.0602
6143	0.1358	0.035
6144	0.0002	0.0008
6145	0.0008	0.0008
6146	0.154	0.0002
6147	0.2196	0.0526
6148	0.0726	0.0214
6149	0.1852	0.0034
6150	0.4436	0.0858
6151	0.3044	0.0628
6152	0.121	0.0304
6153	0.0014	0
6154	0.0016	0
6155	0.1474	0.0006
6156	0.2022	0.0496
6157	0.0128	0.0112
6158	0.2414	0.0204
6159	0.4654	0.0896
6160	0.291	0.0652
6161	0.1	0.0266
6162	0.0012	0.0006
6163	0.0016	0.0004
6164	0.129	0
6165	0.1636	0.0414
6166	0.0008	0
6167	0.2814	0.0002
6168	0.5608	0.1096
6169	0.3206	0.069
6170	0.098	0.0218
6171	0.0068	0
6172	0.006	0.0004
6173	0.0992	0.0004
6174	0.1274	0.0326
6175	0.0004	0
6176	0.3166	0.0004
6177	0.6622	0.1178
6178	0.4334	0.0702
6179	0.045	0
6180	0.018	0
6181	0.0174	0.0006
6182	0.0654	0.0002
6183	0.0916	0.024
6184	0.0012	0.0002
6185	0.3486	0.0002
6186	0.6944	0.1258
6187	0.4358	0.0698
6188	0.092	0.0002
6189	0.0516	0
6190	0.0478	0
6191	0.0346	0.0026
6192	0.0528	0.0146
6193	0.001	0.0002
6194	0.3254	0.0004
6195	0.7142	0.1314
6196	0.4158	0.0694
6197	0.1284	0.0004
6198	0.0814	0
6199	0.0792	0.0006
6200	0.0106	0.0004
6201	0.016	0.0036
6202	0.0002	0.0002
6203	0.1244	0.0048
6204	0.6982	0.1232
6205	0.4532	0.0916
6206	0.2614	0.0068
6207	0.2768	0.017
6208	0.2428	0
6209	0.0504	0.0082
6210	0.001	0.0002
6211	0.0012	0.0002
6212	0.0552	0.0076
6213	0.6192	0.0914
6214	0.4724	0.101
6215	0.2592	0.0552
6216	0.2752	0
6217	0.2632	0.0002
6218	0.0686	0
6219	0.001	0
6220	0.0008	0.0002
6221	0.0112	0.0002
6222	0.2328	0.0336
6223	0.6122	0.111
6224	0.3762	0.0664
6225	0.2968	0.0228
6226	0.2424	0.0004
6227	0.1728	0.0002
6228	0.0012	0
6229	0.001	0
6230	0.002	0
6231	0.0456	0.0068
6232	0.5778	0.1014
6233	0.4408	0.083
6234	0.3596	0.0572
6235	0.3498	0.0208
6236	0.2834	0.0004
6237	0.0748	0.0002
6238	0.0012	0.0002
6239	0.001	0.0004
6240	0.027	0.0032
6241	0.3482	0.0534
6242	0.6082	0.1164
6243	0.3924	0.0734
6244	0.2696	0.0182
6245	0.2774	0.002
6246	0.1556	0.0058
6247	0.0006	0.0006
6248	0.0006	0.0004
6249	0.0466	0.0076
6250	0.3602	0.0426
6251	0.603	0.1146
6252	0.3772	0.084
6253	0.2552	0.0212
6254	0.3438	0.0252
6255	0.1486	0.0058
6256	0.0008	0
6257	0.0412	0.0154
6258	0.049	0.0004
6259	0.3726	0.0414
6260	0.6	0.1126
6261	0.3334	0.0784
6262	0.1502	0.0134
6263	0.1606	0.011
6264	0.073	0.01
6265	0.0772	0.0208
6266	0.0004	0.0086
6267	0.0488	0.009
6268	0.3692	0.0344
6269	0.5932	0.1122
6270	0.3488	0.0728
6271	0.1072	0.0116
6272	0.1038	0.01
6273	0.1146	0.0204
6274	0.0356	0.011
6275	0.0006	0.016
6276	0.0444	0.0002
6277	0.3848	0.034
6278	0.5804	0.11
6279	0.3152	0.0756
6280	0.093	0.0158
6281	0.1368	0.0256
6282	0.0944	0.0164
6283	0.098	0.0208
6284	0.0426	0.015
6285	0.059	0.005
6286	0.3818	0.0522
6287	0.5184	0.0936
6288	0.281	0.058
6289	0.0892	0.01
6290	0.126	0.0264
6291	0.0756	0.0172
6292	0.0548	0.0162
6293	0.0012	0.0088
6294	0.0566	0.0102
6295	0.4206	0.0546
6296	0.5378	0.1
6297	0.2532	0.0572
6298	0.0966	0.0002
6299	0.1822	0.0312
6300	0.089	0.0136
6301	0.0358	0.011
6302	0.0008	0.0096
6303	0.0738	0.046
6304	0.362	0.0418
6305	0.54	0.101
6306	0.2588	0.065
6307	0.0714	0.0092
6308	0.1198	0.0248
6309	0.0488	0.0068
6310	0.0204	0.0068
6311	0.0106	0.034
6312	0.0362	0.0004
6313	0.35	0.0244
6314	0.5592	0.1058
6315	0.2576	0.0612
6316	0.043	0.0052
6317	0.0412	0.0046
6318	0.0174	0.0044
6319	0.108	0.0238
6320	0.052	0.0266
6321	0.0576	0.0212
6322	0.3824	0.0242
6323	0.565	0.109
6324	0.2996	0.0554
6325	0.0108	0.0006
6326	0.0096	0.0004
6327	0.0214	0.0002
6328	0.075	0.015
6329	0.0496	0.0262
6330	0.0512	0.0034
6331	0.4148	0.031
6332	0.613	0.1292
6333	0.3006	0.054
6334	0.0432	0.0004
6335	0.035	0.0002
6336	0.0038	0.0002
6337	0.0588	0.0008
6338	0.088	0.0242
6339	0.0386	0
6340	0.4388	0.0284
6341	0.6262	0.1318
6342	0.35	0.044
6343	0.0826	0
6344	0.0364	0
6345	0.0116	0
6346	0.036	0.0042
6347	0.0474	0.0136
6348	0.048	0.0004
6349	0.5104	0.0334
6350	0.656	0.1376
6351	0.3602	0.0446
6352	0.1378	0.0004
6353	0.108	0.0004
6354	0.0306	0.0004
6355	0.0006	0.0052
6356	0.0006	0.0008
6357	0.001	0.0004
6358	0.0372	0.0124
6359	0.3656	0.0118
6360	0.627	0.1548
6361	0.1474	0.0266
6362	0.1458	0.0254
6363	0.2216	0.0484
6364	0.1026	0.0088
6365	0.0006	0.0006
6366	0.018	0.0004
6367	0.0506	0.0124
6368	0.5314	0.0078
6369	0.6832	0.1638
6370	0.0858	0.0108
6371	0.23	0.0406
6372	0.3224	0.0294
6373	0.1634	0.0022
6374	0.0018	0
6375	0.0008	0.0002
6376	0.001	0.0004
6377	0.1556	0.0422
6378	0.2754	0.0528
6379	0.3254	0.0804
6380	0.3022	0.0688
6381	0.2688	0.0448
6382	0.268	0.0474
6383	0.0012	0
6384	0.0012	0.0002
6385	0.1568	0.0414
6386	0.0862	0.012
6387	0.2926	0.0566
6388	0.26	0.0548
6389	0.207	0.051
6390	0.0972	0.0222
6391	0.002	0
6392	0.0014	0
6393	0.1334	0.0018
6394	0.1778	0.0446
6395	0.17	0.0304
6396	0.3664	0.0752
6397	0.436	0.0602
6398	0.4154	0.063
6399	0.0082	0
6400	0.0016	0.0002
6401	0.0004	0.0002
6402	0.1302	0.0206
6403	0.148	0.0388
6404	0.1604	0
6405	0.3922	0.0792
6406	0.3088	0.0608
6407	0.2654	0.0482
6408	0.0218	0.0046
6409	0.0188	0.0044
6410	0.0536	0.0144
6411	0.126	0.0206
6412	0.133	0.0354
6413	0.1854	0
6414	0.416	0.0848
6415	0.2892	0.0452
6416	0.2442	0.0424
6417	0.0282	0.0064
6418	0.043	0.01
6419	0.0774	0.0204
6420	0.126	0.0208
6421	0.1186	0.0332
6422	0.2838	0
6423	0.4528	0.0906
6424	0.2634	0.0428
6425	0.2076	0.0366
6426	0.0214	0.0046
6427	0.0618	0.0148
6428	0.079	0.0212
6429	0.1008	0.0214
6430	0.094	0.0272
6431	0.3038	0.0002
6432	0.4752	0.095
6433	0.2478	0.0586
6434	0.103	0.013
6435	0.0614	0.0134
6436	0.0868	0.0202
6437	0.078	0.0212
6438	0.0546	0.0262
6439	0.0346	0.0088
6440	0.3592	0.0074
6441	0.5962	0.1084
6442	0.2598	0.0606
6443	0.0796	0.0144
6444	0.0844	0.0192
6445	0.0996	0.0214
6446	0.111	0.0228
6447	0.079	0.0236
6448	0.0008	0
6449	0.3612	0
6450	0.5968	0.1154
6451	0.216	0.048
6452	0.0718	0.016
6453	0.1002	0.0212
6454	0.1202	0.0224
6455	0.0974	0.0242
6456	0.0276	0.0116
6457	0.0008	0.0078
6458	0.4068	0.0262
6459	0.5454	0.1064
6460	0.192	0.0466
6461	0.0806	0.019
6462	0.1066	0.022
6463	0.1396	0.0234
6464	0.053	0.0154
6465	0.001	0.0004
6466	0.019	0.0002
6467	0.4488	0.0248
6468	0.5524	0.1106
6469	0.1922	0.0468
6470	0.1026	0.0204
6471	0.1464	0.024
6472	0.1786	0.0214
6473	0.0014	0.0026
6474	0.0012	0.0028
6475	0.039	0.0202
6476	0.4238	0.0152
6477	0.5534	0.1176
6478	0.2008	0.0526
6479	0.116	0.0272
6480	0.1472	0.0268
6481	0.0986	0.0116
6482	0.0292	0.01
6483	0.0776	0.0218
6484	0.0242	0.0206
6485	0.4076	0.0104
6486	0.5618	0.1124
6487	0.2542	0.0592
6488	0.1708	0.0322
6489	0.1324	0.0232
6490	0.0796	0.0094
6491	0.0712	0.0204
6492	0.0202	0
6493	0.0886	0.0248
6494	0.3692	0.0204
6495	0.532	0.1094
6496	0.2224	0.0508
6497	0.0904	0.0156
6498	0.0632	0.0096
6499	0.0838	0.0194
6500	0.0282	0.01
6501	0.091	0.0286
6502	0.0852	0.023
6503	0.3736	0.0406
6504	0.5314	0.1034
6505	0.213	0.0494
6506	0.0762	0.0076
6507	0.0736	0.0176
6508	0.0472	0.0108
6509	0.102	0.022
6510	0.1076	0.0262
6511	0.0894	0.0236
6512	0.4164	0.042
6513	0.549	0.1096
6514	0.2732	0.0452
6515	0.083	0.0112
6516	0.0596	0.0124
6517	0.0898	0.0206
6518	0.0962	0.0226
6519	0.0978	0.0244
6520	0.095	0.023
6521	0.4372	0.0436
6522	0.5334	0.1092
6523	0.234	0.0412
6524	0.0586	0.0072
6525	0.0788	0.017
6526	0.098	0.0222
6527	0.0904	0.0222
6528	0.0902	0.023
6529	0.0998	0.0234
6530	0.441	0.0454
6531	0.5118	0.108
6532	0.1816	0.0364
6533	0.065	0.0114
6534	0.099	0.0216
6535	0.099	0.0224
6536	0.0848	0.0226
6537	0.0422	0.021
6538	0.07	0.0106
6539	0.4474	0.049
6540	0.4978	0.1126
6541	0.1672	0.0402
6542	0.0986	0.0244
6543	0.1042	0.0216
6544	0.1036	0.0232
6545	0.0862	0.0228
6546	0.0546	0.021
6547	0.0556	0.006
6548	0.3938	0.0348
6549	0.4726	0.1044
6550	0.1594	0.0366
6551	0.103	0.0246
6552	0.123	0.0288
6553	0.109	0.0252
6554	0.0984	0.025
6555	0.0694	0.0202
6556	0.0478	0.0004
6557	0.412	0.036
6558	0.5104	0.1116
6559	0.1252	0.0298
6560	0.0938	0.0208
6561	0.1074	0.0228
6562	0.1144	0.0232
6563	0.087	0.0248
6564	0.0006	0
6565	0.0536	0.0002
6566	0.4428	0.0384
6567	0.4884	0.1128
6568	0.1326	0.0308
6569	0.1026	0.022
6570	0.1234	0.0236
6571	0.187	0.0286
6572	0.0822	0.0282
6573	0.0002	0.0002
6574	0.0596	0
6575	0.4416	0.0548
6576	0.46	0.1062
6577	0.1326	0.0322
6578	0.0994	0.0226
6579	0.1378	0.0236
6580	0.1288	0.0276
6581	0.0316	0.0102
6582	0.0264	0.0102
6583	0.1332	0.0202
6584	0.4262	0.036
6585	0.5018	0.1102
6586	0.1428	0.0334
6587	0.113	0.0232
6588	0.1742	0.0238
6589	0.1138	0.0216
6590	0.005	0.004
6591	0.0162	0.0142
6592	0.0688	0.0002
6593	0.4638	0.0372
6594	0.5102	0.116
6595	0.1584	0.0356
6596	0.1296	0.023
6597	0.1658	0.0236
6598	0.0996	0.0122
6599	0.0774	0.0222
6600	0.0008	0.0002
6601	0.0738	0
6602	0.4648	0.0384
6603	0.5204	0.1168
6604	0.1684	0.0368
6605	0.125	0.024
6606	0.1308	0.0154
6607	0.1564	0.0212
6608	0.0822	0.0232
6609	0.0012	0
6610	0.079	0
6611	0.4672	0.06
6612	0.4904	0.1066
6613	0.1686	0.0392
6614	0.0914	0.0198
6615	0.102	0.0186
6616	0.0876	0.0206
6617	0.021	0.0094
6618	0.003	0.0094
6619	0.0846	0.0198
6620	0.4592	0.0398
6621	0.5116	0.1102
6622	0.1814	0.0436
6623	0.1148	0.0232
6624	0.139	0.0246
6625	0.0694	0.0142
6626	0.0262	0.01
6627	0.0724	0.0218
6628	0.0852	0.0122
6629	0.4808	0.0428
6630	0.5498	0.1186
6631	0.1914	0.0388
6632	0.1918	0.0192
6633	0.1504	0.0138
6634	0.0492	0.0086
6635	0.0692	0.0212
6636	0.0008	0.0002
6637	0.0846	0.0004
6638	0.5112	0.041
6639	0.5702	0.124
6640	0.2108	0.0394
6641	0.1332	0.014
6642	0.1352	0.0096
6643	0.1662	0.0212
6644	0.0868	0.0244
6645	0	0
6646	0.0868	0
6647	0.5064	0.0628
6648	0.6104	0.1344
6649	0.1718	0.0372
6650	0.0734	0.0068
6651	0.1232	0.0176
6652	0.1618	0.0226
6653	0.079	0.0222
6654	0.0008	0.0002
6655	0.0894	0.0002
6656	0.51	0.0522
6657	0.5992	0.131
6658	0.1466	0.0324
6659	0.0818	0.012
6660	0.1328	0.0218
6661	0.1546	0.0236
6662	0.06	0.0182
6663	0.0008	0.0002
6664	0.0922	0.0012
6665	0.511	0.0548
6666	0.5564	0.1232
6667	0.1268	0.0286
6668	0.0954	0.017
6669	0.1494	0.0228
6670	0.1504	0.0236
6671	0.0418	0.0138
6672	0.0006	0
6673	0.0972	0.0044
6674	0.5108	0.0648
6675	0.4792	0.1124
6676	0.1126	0.0274
6677	0.0984	0.0206
6678	0.151	0.0228
6679	0.124	0.0258
6680	0.0014	0.001
6681	0.0014	0.0008
6682	0.123	0.0112
6683	0.517	0.0728
6684	0.4454	0.105
6685	0.1166	0.028
6686	0.1044	0.0216
6687	0.1474	0.0234
6688	0.0838	0.0208
6689	0.0006	0.0026
6690	0.0006	0.0024
6691	0.128	0.0102
6692	0.5148	0.0618
6693	0.4842	0.1188
6694	0.1376	0.0324
6695	0.1392	0.0254
6696	0.2552	0.0432
6697	0.0262	0
6698	0.001	0
6699	0.0002	0.0002
6700	0.132	0.0002
6701	0.5118	0.0526
6702	0.4686	0.1102
6703	0.1494	0.0346
6704	0.2462	0.0444
6705	0.4434	0.0342
6706	0.0242	0.0004
6707	0.0006	0
6708	0.0004	0.0002
6709	0.1346	0.0002
6710	0.4954	0.0532
6711	0.4544	0.1052
6712	0.204	0.0464
6713	0.2496	0.0462
6714	0.4334	0.0294
6715	0.0246	0.0004
6716	0.0004	0.0002
6717	0.001	0
6718	0.1372	0.0008
6719	0.478	0.0582
6720	0.4506	0.1024
6721	0.233	0.052
6722	0.2604	0.0488
6723	0.4118	0.0236
6724	0.0216	0.0002
6725	0.0006	0.0002
6726	0.0008	0.0002
6727	0.1384	0.0002
6728	0.4704	0.0542
6729	0.4596	0.102
6730	0.2616	0.0568
6731	0.2858	0.0474
6732	0.3668	0.0004
6733	0.0204	0.0002
6734	0.0012	0.0004
6735	0.0008	0.0002
6736	0.136	0.0052
6737	0.4492	0.0548
6738	0.455	0.0972
6739	0.3288	0.0598
6740	0.4054	0.0434
6741	0.3124	0
6742	0.015	0
6743	0.0014	0
6744	0.0004	0.0002
6745	0.006	0.0004
6746	0.174	0.0462
6747	0.358	0.0492
6748	0.5146	0.1062
6749	0.371	0.0632
6750	0.324	0.0552
6751	0.195	0
6752	0.0018	0.0004
6753	0.0004	0.0004
6754	0.1368	0.0406
6755	0.0946	0.0216
6756	0.2954	0.0156
6757	0.4652	0.0954
6758	0.2924	0.0676
6759	0.1534	0.0314
6760	0.0598	0.0152
6761	0.0386	0.007
6762	0.1444	0.0274
6763	0.22	0.0494
6764	0.0982	0.0316
6765	0.249	0
6766	0.4644	0.0948
6767	0.4082	0.0782
6768	0.0896	0.0168
6769	0.0208	0.0058
6770	0.1052	0.0258
6771	0.1878	0.0418
6772	0.1966	0.0476
6773	0.0864	0.0268
6774	0.238	0.0048
6775	0.4922	0.096
6776	0.3518	0.0776
6777	0.0526	0.0114
6778	0.0652	0.016
6779	0.1374	0.0334
6780	0.1804	0.0416
6781	0.1632	0.0448
6782	0.073	0.0232
6783	0.2442	0.0006
6784	0.4468	0.0954
6785	0.2142	0.0532
6786	0.093	0.0238
6787	0.1304	0.0334
6788	0.1722	0.0414
6789	0.185	0.0476
6790	0.1466	0.0436
6791	0.001	0.0042
6792	0.2482	0.004
6793	0.415	0.0922
6794	0.1568	0.0404
6795	0.077	0.01
6796	0.124	0.0304
6797	0.1722	0.024
6798	0.293	0.0568
6799	0.139	0.0388
6800	0.0008	0.0002
6801	0.296	0.0214
6802	0.3932	0.0902
6803	0.125	0.0336
6804	0.0948	0.0206
6805	0.1036	0.0256
6806	0.1718	0.0218
6807	0.2686	0.0554
6808	0.1208	0.0364
6809	0.0402	0.0132
6810	0.2362	0.0008
6811	0.4124	0.0954
6812	0.1606	0.0402
6813	0.094	0.0236
6814	0.0902	0.0224
6815	0.1642	0.022
6816	0.248	0.0552
6817	0.102	0.03
6818	0.0004	0.0004
6819	0.2434	0
6820	0.402	0.0796
6821	0.174	0.0412
6822	0.095	0.0234
6823	0.0912	0.0222
6824	0.2048	0.0232
6825	0.2564	0.0612
6826	0.081	0.0242
6827	0.0006	0
6828	0.2746	0.0208
6829	0.3906	0.0786
6830	0.1682	0.0404
6831	0.092	0.023
6832	0.093	0.0218
6833	0.184	0.025
6834	0.2192	0.0566
6835	0.002	0.0004
6836	0.005	0.0006
6837	0.3076	0.0216
6838	0.4066	0.0818
6839	0.172	0.0418
6840	0.09	0.022
6841	0.095	0.0224
6842	0.2376	0.023
6843	0.1974	0.0508
6844	0.0012	0.0002
6845	0.0048	0.0002
6846	0.3276	0.0262
6847	0.4178	0.0822
6848	0.1734	0.0426
6849	0.0906	0.0222
6850	0.096	0.0224
6851	0.2238	0.0232
6852	0.177	0.0456
6853	0.0012	0.0026
6854	0.0226	0.0104
6855	0.3646	0.0324
6856	0.4246	0.0832
6857	0.178	0.0436
6858	0.095	0.0228
6859	0.1002	0.0228
6860	0.2056	0.0232
6861	0.1546	0.0404
6862	0.001	0.0022
6863	0.0356	0.0204
6864	0.3094	0.0128
6865	0.432	0.0838
6866	0.1954	0.0512
6867	0.1148	0.0286
6868	0.123	0.0292
6869	0.1742	0.0354
6870	0.098	0.034
6871	0.0094	0.0164
6872	0.0204	0.0002
6873	0.332	0.0362
6874	0.4338	0.0836
6875	0.1924	0.0462
6876	0.1018	0.0224
6877	0.16	0.023
6878	0.163	0.0352
6879	0.0822	0.0214
6880	0.0202	0.0102
6881	0.0628	0.0206
6882	0.3418	0.0248
6883	0.438	0.0834
6884	0.198	0.048
6885	0.1	0.023
6886	0.1502	0.0226
6887	0.1534	0.0342
6888	0.0402	0.0118
6889	0.0542	0.019
6890	0.0424	0.0002
6891	0.362	0.0296
6892	0.4432	0.0834
6893	0.2064	0.049
6894	0.104	0.0234
