1	0
2	0
3	-2
4	-14
5	0
6	-44
7	-32
8	-27
9	-84
10	-224
11	-235
12	-127
13	-10
14	-2
15	-23
16	-24
17	-38
18	-31
19	-31
20	-100
21	-251
22	-212
23	-63
24	-9
25	-22
26	-16
27	3
28	-41
29	-49
30	-80
31	-174
32	-258
33	-193
34	-98
35	-10
36	3
37	-8
38	-17
39	-23
40	-24
41	-80
42	-219
43	-243
44	-92
45	-19
46	1
47	-18
48	-4
49	-24
50	-20
51	-21
52	-119
53	-325
54	-242
55	-50
56	2
57	-1
58	-32
59	-24
60	-20
61	-23
62	-123
63	-284
64	-240
65	-56
66	-18
67	-13
68	-57
69	-60
70	-47
71	-40
72	-43
73	-118
74	-281
75	-194
76	-33
77	-13
78	-17
79	-17
80	10
81	-2
82	-12
83	-31
84	-79
85	-153
86	-164
87	-106
88	-39
89	-13
90	7
91	-11
92	13
93	3
94	5
95	-16
96	-202
97	-289
98	-95
99	-21
100	4
101	-27
102	-15
103	-17
104	-10
105	-55
106	-261
107	-278
108	-58
109	-29
110	-5
111	-44
112	-33
113	-28
114	-35
115	-29
116	-85
117	-152
118	-112
119	-57
120	-27
121	-3
122	3
123	-9
124	0
125	29
126	4
127	-7
128	-32
129	-162
130	-223
131	-123
132	-62
133	-17
134	20
135	-15
136	-3
137	-13
138	-14
139	-47
140	-111
141	-171
142	-113
143	-59
144	-13
145	-8
146	-7
147	8
148	16
149	8
150	-7
151	-43
152	-221
153	-217
154	-57
155	-28
156	-6
157	-45
158	-26
159	-25
160	-20
161	-47
162	-225
163	-281
164	-71
165	-16
166	3
167	-64
168	-64
169	-57
170	-58
171	-95
172	-322
173	-314
174	-25
175	4
176	-15
177	-40
178	-42
179	-62
180	-62
181	-102
182	-216
183	-186
184	-77
185	-48
186	10
187	9
188	-33
189	-48
190	-42
191	-37
192	-75
193	-338
194	-339
195	-30
196	13
197	-13
198	-35
199	-24
200	-36
