0	0.0008	0.0002
1	0.01	0.0004
2	0.4968	0.1218
3	0.4292	0.1056
4	0.4416	0.1118
5	0.4034	0.0982
6	0.4112	0.1018
7	0.3692	0.09
8	0.0014	0.0002
9	0.0004	0
10	0.0004	0
11	0.0054	0.0008
12	0.3786	0.09
13	0.456	0.1158
14	0.405	0.0978
15	0.4418	0.1072
16	0.4416	0.1094
17	0.414	0.1018
18	0.0006	0.0002
19	0.0008	0.0002
20	0.0008	0.0006
21	0.0036	0.0006
22	0.081	0.0128
23	0.5806	0.1564
24	0.2734	0.0636
25	0.3184	0.0756
26	0.3214	0.0768
27	0.3096	0.0738
28	0.0918	0.016
29	0.0006	0.0002
30	0.0006	0
31	0.0322	0.0052
32	0.4766	0.1128
33	0.548	0.1446
34	0.3218	0.0824
35	0.3324	0.0848
36	0.336	0.0858
37	0.2364	0.0538
38	0.0016	0.0002
39	0.0008	0.0002
40	0.0004	0
41	0.4032	0.0962
42	0.528	0.1346
43	0.3564	0.0866
44	0.3756	0.0944
45	0.3798	0.0956
46	0.3828	0.0968
47	0.0002	0.0002
48	0.0006	0
49	0.0006	0
50	0.014	0.0014
51	0.5006	0.121
52	0.4648	0.12
53	0.3666	0.0892
54	0.3746	0.093
55	0.3752	0.0934
56	0.3236	0.0778
57	0.0008	0
58	0.0008	0.0004
59	0.0006	0.0004
60	0.1246	0.0244
61	0.58	0.1498
62	0.3424	0.086
63	0.3696	0.0926
64	0.361	0.0882
65	0.371	0.0918
66	0.0474	0.0088
67	0.0002	0.0002
68	0.0004	0
69	0.0032	0.0008
70	0.1824	0.0364
71	0.6616	0.1676
72	0.3524	0.0852
73	0.3844	0.0938
74	0.3882	0.0948
75	0.3812	0.0914
76	0.0122	0.0012
77	0.001	0.0004
78	0.0004	0
79	0.0606	0.0102
80	0.6128	0.1588
81	0.324	0.0796
82	0.3198	0.0766
83	0.3332	0.0822
84	0.3204	0.079
85	0.1416	0.0282
86	0.0008	0.0008
87	0.001	0.0004
88	0.0104	0.001
89	0.5048	0.1268
90	0.3934	0.1004
91	0.3918	0.0966
92	0.4202	0.108
93	0.3968	0.101
94	0.374	0.0922
95	0.0008	0.0002
96	0.0008	0.0004
97	0.0004	0
98	0.0096	0.0008
99	0.3212	0.0714
100	0.5644	0.1494
101	0.3304	0.0824
102	0.3352	0.0834
103	0.3306	0.08
104	0.3024	0.0708
105	0.001	0
106	0.0008	0
107	0.0008	0.0002
108	0.0552	0.0064
109	0.7116	0.181
110	0.3436	0.0892
111	0.3558	0.0876
112	0.3612	0.0896
113	0.3586	0.0886
114	0.1804	0.0394
115	0.001	0.0002
116	0.0002	0
117	0.093	0.0136
118	0.7532	0.1914
119	0.3556	0.0894
120	0.3166	0.0772
121	0.3544	0.0882
122	0.36	0.0896
123	0.1078	0.0178
124	0.0008	0.0004
125	0.0006	0
126	0.5206	0.128
127	0.4644	0.119
128	0.4016	0.1002
129	0.3246	0.0802
130	0.3796	0.0946
131	0.378	0.0938
132	0.0008	0.0002
133	0.0006	0
134	0.0008	0.0002
135	0.0294	0.003
136	0.6116	0.1588
137	0.304	0.074
138	0.332	0.0838
139	0.3412	0.0884
140	0.3346	0.0868
141	0.2316	0.0536
142	0.0012	0.0002
143	0.0004	0.0006
144	0.0068	0.0008
145	0.247	0.0536
146	0.5962	0.1586
147	0.2788	0.0672
148	0.3246	0.0812
149	0.3168	0.078
150	0.285	0.071
151	0.0008	0.0002
152	0.0012	0.0002
153	0.001	0.0002
154	0.0306	0.006
155	0.3216	0.0834
156	0.3376	0.0814
157	0.3568	0.0848
158	0.3522	0.086
159	0.3554	0.086
160	0.246	0.0556
161	0.001	0.0002
162	0.0012	0.0002
163	0.0004	0.0002
164	0.0054	0.0012
165	0.1282	0.027
166	0.5028	0.128
167	0.3606	0.0896
168	0.3578	0.0872
169	0.3502	0.0846
170	0.3316	0.0794
171	0.037	0.0044
172	0.0016	0.0002
173	0.0008	0.0002
174	0.0012	0.0004
175	0.1736	0.0318
176	0.6756	0.1758
177	0.3086	0.0732
178	0.35	0.0868
179	0.3582	0.0886
180	0.3636	0.0904
181	0.0116	0.0012
182	0.0012	0.0002
183	0.0004	0.0002
184	0.1776	0.0342
185	0.6646	0.1722
186	0.3246	0.082
187	0.2942	0.0734
188	0.3014	0.0758
189	0.3028	0.076
190	0.0084	0.0006
191	0.0006	0.0004
192	0.0004	0.0002
193	0.0258	0.0024
194	0.6692	0.1686
195	0.3686	0.0946
196	0.383	0.0974
197	0.3872	0.0976
198	0.39	0.0984
199	0.2976	0.0754
200	0.0006	0
201	0.0012	0
202	0.0208	0.0028
203	0.594	0.1528
204	0.3536	0.0862
205	0.294	0.073
206	0.3376	0.087
207	0.3344	0.0844
208	0.2726	0.0658
209	0.0006	0.0004
210	0.0012	0
211	0.0024	0.0002
212	0.346	0.0836
213	0.446	0.1122
214	0.369	0.091
215	0.4104	0.102
216	0.3836	0.0964
217	0.3742	0.0934
218	0.0012	0.0004
219	0.0008	0
220	0.0006	0.0002
221	0.0018	0.0008
222	0.0126	0.001
223	0.3158	0.0698
224	0.5828	0.1526
225	0.3	0.072
226	0.3282	0.0806
227	0.3156	0.076
228	0.278	0.0654
229	0.0008	0.0004
230	0.0008	0.0006
231	0.0012	0.0004
232	0.1444	0.0306
233	0.5542	0.1412
234	0.348	0.0868
235	0.3512	0.0864
236	0.3602	0.0898
237	0.3396	0.0832
238	0.021	0.0026
239	0.001	0
240	0.0004	0.0002
241	0.0006	0
242	0.1198	0.022
243	0.6326	0.1572
244	0.448	0.115
245	0.405	0.1032
246	0.3934	0.1012
247	0.3916	0.1006
248	0.0662	0.0114
249	0.0012	0.0002
250	0	0
251	0.0034	0.0004
252	0.5656	0.1446
253	0.3686	0.0874
254	0.3746	0.092
255	0.3952	0.0992
256	0.3898	0.0974
257	0.3784	0.0938
258	0.0014	0.0004
259	0.0006	0.0002
260	0.001	0.0002
261	0.005	0.0012
262	0.1604	0.0292
263	0.6678	0.1746
264	0.326	0.0752
265	0.364	0.0888
266	0.3672	0.0902
267	0.3566	0.0868
268	0.0216	0.003
