#Exponential Decay
#TE=5,	TI=7,	cmax=1,	eta=0.001
#t,	NE,	NI
12748	0.0002	0.0002
12749	0.0098	0.0024
12750	0.096	0.0248
12751	0.2834	0.0728
12752	0.2942	0.0738
12753	0.259	0.0626
12754	0.1672	0.04
12755	0.094	0.0198
12756	0.043	0.0094
12757	0.018	0.0044
12758	0.0082	0.0018
12759	0.003	0.0006
12760	0.0016	0
12761	0.0014	0.0004
12762	0.0084	0.0022
12763	0.0614	0.017
12764	0.2044	0.0488
12765	0.3266	0.0782
12766	0.3996	0.1012
12767	0.2618	0.0694
12768	0.1844	0.048
12769	0.0964	0.0238
12770	0.0436	0.0112
12771	0.0158	0.0038
12772	0.0062	0.0018
12773	0.0032	0.0016
12774	0.0034	0.0008
12775	0.0034	0.0012
12776	0.0036	0.0018
12777	0.015	0.004
12778	0.1516	0.0416
12779	0.213	0.052
12780	0.3066	0.0754
12781	0.1888	0.0486
12782	0.1398	0.0346
12783	0.074	0.0196
12784	0.0378	0.008
12785	0.0156	0.0034
12786	0.0066	0.0016
12787	0.0036	0.0008
12788	0.0016	0.0008
12789	0.0042	0.0014
12790	0.0042	0.0018
12791	0.0466	0.012
12792	0.2394	0.0558
12793	0.446	0.1082
12794	0.409	0.094
12795	0.3352	0.0828
12796	0.2008	0.045
12797	0.1034	0.0244
12798	0.048	0.0114
12799	0.0182	0.0036
12800	0.0076	0.0016
12801	0.0022	0.001
12802	0.0016	0.0006
12803	0.0032	0.0004
12804	0.0218	0.0058
12805	0.1834	0.0464
12806	0.3098	0.0776
12807	0.2812	0.0708
12808	0.1758	0.0406
12809	0.088	0.018
12810	0.0404	0.0092
12811	0.018	0.0036
12812	0.0068	0.0022
12813	0.0018	0.0014
12814	0.001	0.0014
12815	0.0006	0
12816	0.0014	0.0004
12817	0.0026	0.001
12818	0.0096	0.0034
12819	0.0908	0.0224
12820	0.288	0.0724
12821	0.2908	0.073
12822	0.236	0.0616
12823	0.1334	0.0352
12824	0.064	0.0134
12825	0.0314	0.0056
12826	0.014	0.0026
12827	0.0054	0.0012
12828	0.0018	0.0006
12829	0.0018	0.001
12830	0.0008	0.0008
12831	0.0026	0.0006
12832	0.005	0.0018
12833	0.0358	0.0102
12834	0.1426	0.0328
12835	0.3652	0.0868
12836	0.425	0.103
12837	0.3726	0.0902
12838	0.286	0.0664
12839	0.1482	0.0354
12840	0.0706	0.0156
12841	0.0306	0.0068
12842	0.0128	0.0038
12843	0.0054	0.0014
12844	0.0042	0.0008
12845	0.0032	0.0004
12846	0.0094	0.0014
12847	0.0792	0.0166
12848	0.4636	0.116
12849	0.401	0.103
12850	0.2586	0.063
12851	0.1416	0.0322
12852	0.0658	0.0158
12853	0.0276	0.0054
12854	0.008	0.0018
12855	0.003	0.0012
12856	0.0008	0.0008
12857	0.001	0.0004
12858	0.0004	0
12859	0.0022	0.0006
12860	0.0056	0.0008
12861	0.1468	0.0326
12862	0.4666	0.1114
12863	0.4602	0.1126
12864	0.3554	0.0896
12865	0.2246	0.0544
12866	0.1212	0.0272
12867	0.054	0.0112
12868	0.0208	0.0048
12869	0.009	0.0022
12870	0.0036	0.001
12871	0.0012	0.0004
12872	0.0012	0.0004
12873	0.0082	0.0014
12874	0.0962	0.0272
12875	0.215	0.0532
12876	0.3074	0.0826
12877	0.2504	0.0614
12878	0.223	0.0562
12879	0.1524	0.037
12880	0.0796	0.0186
12881	0.0376	0.0086
12882	0.0152	0.004
12883	0.0048	0.0012
12884	0.0018	0.0004
12885	0.003	0.0006
12886	0.007	0.0022
12887	0.0616	0.0164
12888	0.2574	0.067
12889	0.2862	0.0686
12890	0.2992	0.074
12891	0.198	0.0502
12892	0.1082	0.027
12893	0.0548	0.013
12894	0.0264	0.0058
12895	0.0096	0.002
12896	0.0038	0.0008
12897	0.0018	0.0004
12898	0.0018	0.0004
12899	0.0038	0.0014
12900	0.0096	0.002
12901	0.1958	0.047
12902	0.405	0.1014
12903	0.3424	0.0838
12904	0.2446	0.0594
12905	0.1402	0.0312
12906	0.0688	0.0146
12907	0.0244	0.0064
12908	0.011	0.0038
12909	0.0032	0.0018
12910	0.001	0.0008
12911	0.0012	0.0004
12912	0.001	0.0002
12913	0.0066	0.0016
12914	0.0644	0.0166
12915	0.2894	0.0734
12916	0.3054	0.078
12917	0.2128	0.0578
12918	0.112	0.027
12919	0.057	0.015
12920	0.0252	0.0068
12921	0.0106	0.0028
12922	0.0042	0.0008
12923	0.0028	0
12924	0.0008	0
12925	0.0004	0.0002
12926	0.003	0.0004
12927	0.0066	0.002
12928	0.132	0.0302
12929	0.4404	0.1044
12930	0.4392	0.104
12931	0.3124	0.0732
12932	0.1828	0.042
12933	0.0886	0.0212
12934	0.0374	0.0072
12935	0.015	0.0026
12936	0.0048	0.0012
12937	0.0014	0.0008
12938	0.002	0
12939	0.0006	0.0006
12940	0.004	0.0006
12941	0.0108	0.0038
12942	0.1028	0.026
12943	0.2966	0.0716
12944	0.3778	0.0942
12945	0.2344	0.061
12946	0.1372	0.0346
12947	0.0698	0.0162
12948	0.0306	0.0084
12949	0.0094	0.0032
12950	0.004	0.001
12951	0.0016	0.0004
12952	0.0024	0.0006
12953	0.0022	0.0002
12954	0.001	0.0008
12955	0.0046	0.0014
12956	0.0724	0.017
12957	0.3378	0.0862
12958	0.3356	0.0816
12959	0.2284	0.0586
12960	0.129	0.0336
12961	0.0654	0.0182
12962	0.0278	0.007
12963	0.0104	0.0022
12964	0.0038	0.001
12965	0.002	0.0004
12966	0.001	0
12967	0.0006	0.0004
12968	0.0024	0.0008
12969	0.0042	0.0024
12970	0.0446	0.0142
12971	0.1242	0.0312
12972	0.2156	0.0532
12973	0.2808	0.0654
12974	0.2516	0.0576
12975	0.1402	0.0322
12976	0.0774	0.0164
12977	0.0368	0.0058
12978	0.016	0.0022
12979	0.0064	0.0018
12980	0.0036	0.0004
12981	0.0032	0.0006
12982	0.003	0.0004
12983	0.0056	0.0016
12984	0.027	0.0066
12985	0.3092	0.079
12986	0.3132	0.072
12987	0.3662	0.0894
12988	0.2034	0.0518
12989	0.101	0.0242
12990	0.047	0.0128
12991	0.0184	0.0052
12992	0.007	0.002
12993	0.0028	0.0006
12994	0.0018	0.0006
12995	0.0008	0.0002
12996	0.0034	0.001
12997	0.006	0.0006
12998	0.1816	0.0508
12999	0.2236	0.0578
13000	0.2524	0.0624
13001	0.1808	0.045
13002	0.1076	0.027
13003	0.0548	0.0128
13004	0.0258	0.0052
13005	0.0082	0.0014
13006	0.0044	0.0012
13007	0.0018	0.001
13008	0.0008	0.0004
13009	0.0012	0.001
13010	0.0052	0.0018
13011	0.0206	0.0056
13012	0.172	0.0424
13013	0.3294	0.084
13014	0.2696	0.0694
13015	0.2102	0.0538
13016	0.112	0.027
13017	0.0484	0.0144
13018	0.0218	0.0056
13019	0.0074	0.0024
13020	0.0032	0.001
13021	0.002	0
13022	0.0008	0
13023	0.0006	0
13024	0.0058	0.0022
13025	0.0468	0.0108
13026	0.323	0.0824
13027	0.3432	0.086
13028	0.2606	0.0646
13029	0.1964	0.0506
13030	0.1064	0.0278
13031	0.053	0.0126
13032	0.0226	0.0046
13033	0.009	0.0028
13034	0.003	0.0012
13035	0.0012	0.0004
13036	0.0012	0.0002
13037	0.0078	0.0018
13038	0.1194	0.0274
13039	0.403	0.1036
13040	0.2892	0.073
13041	0.2186	0.0566
13042	0.1138	0.0262
13043	0.0576	0.0122
13044	0.021	0.0072
13045	0.0074	0.0018
13046	0.0026	0.0004
13047	0.001	0
13048	0.0006	0
13049	0.0012	0
13050	0.0096	0.0022
13051	0.1558	0.0428
13052	0.2504	0.0648
13053	0.2138	0.056
13054	0.147	0.036
13055	0.0734	0.0192
13056	0.0342	0.0086
13057	0.0162	0.003
13058	0.007	0.002
13059	0.0028	0.0008
13060	0.001	0.0004
13061	0.0014	0.0002
13062	0.0014	0.0004
13063	0.0058	0.0008
13064	0.0848	0.0224
13065	0.2862	0.0706
13066	0.3284	0.0798
13067	0.3094	0.0792
13068	0.1752	0.0402
13069	0.0944	0.0214
13070	0.0428	0.0092
13071	0.0188	0.0056
13072	0.007	0.002
13073	0.0026	0.001
13074	0.0018	0.0004
13075	0.001	0.0006
13076	0.0038	0.0002
13077	0.0094	0.0018
13078	0.1962	0.0528
13079	0.2358	0.0598
13080	0.3094	0.0806
13081	0.2052	0.0494
13082	0.158	0.0382
13083	0.0794	0.0168
13084	0.0332	0.0074
13085	0.014	0.0032
13086	0.0058	0.0014
13087	0.0024	0
13088	0.0004	0.0002
13089	0.0046	0.0006
13090	0.004	0.0012
13091	0.0236	0.0046
13092	0.2602	0.059
13093	0.5148	0.1286
13094	0.3504	0.092
13095	0.171	0.0426
13096	0.0832	0.0196
13097	0.038	0.0084
13098	0.0142	0.0032
13099	0.0048	0.0016
13100	0.0026	0.0004
13101	0.0018	0.0004
13102	0.0008	0.0004
13103	0.0002	0
13104	0.0004	0.0002
13105	0.0002	0.0002
13106	0.0006	0.0002
13107	0.0004	0
13108	0.0014	0.0004
13109	0.0068	0.0018
13110	0.1266	0.0312
13111	0.3408	0.0892
13112	0.2856	0.0698
13113	0.244	0.059
13114	0.163	0.0376
13115	0.0874	0.0206
13116	0.0406	0.0092
13117	0.0186	0.004
13118	0.0062	0.0002
13119	0.0032	0.0002
13120	0.0018	0
13121	0.0014	0
13122	0.0144	0.0052
13123	0.1094	0.0284
13124	0.2588	0.0602
13125	0.388	0.0966
13126	0.3	0.0742
13127	0.1922	0.0484
13128	0.1084	0.0282
13129	0.0494	0.0142
13130	0.0196	0.0056
13131	0.0082	0.0014
13132	0.0042	0.0008
13133	0.0024	0.0004
13134	0.0006	0.0002
13135	0.0016	0.0002
13136	0.0074	0.0012
13137	0.1066	0.0232
13138	0.4522	0.1192
13139	0.2324	0.0576
13140	0.166	0.0402
13141	0.0932	0.021
13142	0.0374	0.01
13143	0.0126	0.0044
13144	0.0044	0.0022
13145	0.0016	0.0008
13146	0.0014	0.0002
13147	0.0012	0.0002
13148	0.0004	0.0002
13149	0.0068	0.0024
13150	0.0574	0.0148
13151	0.2412	0.0608
13152	0.312	0.075
13153	0.3142	0.0762
13154	0.1652	0.042
13155	0.0842	0.0202
13156	0.0384	0.0086
13157	0.0158	0.0032
13158	0.0056	0.0006
13159	0.0012	0.0004
13160	0.0014	0.0002
13161	0.001	0.0002
13162	0.0022	0.0002
13163	0.0024	0.0006
13164	0.0094	0.0012
13165	0.268	0.0648
13166	0.414	0.1044
13167	0.3138	0.0764
13168	0.2568	0.0622
13169	0.1388	0.0362
13170	0.066	0.0166
13171	0.0282	0.0068
13172	0.0104	0.003
13173	0.0034	0.001
13174	0.0016	0.0006
13175	0.001	0
13176	0.0012	0.0004
13177	0.0214	0.0062
13178	0.1456	0.0374
13179	0.281	0.0674
13180	0.3478	0.084
13181	0.2682	0.0658
13182	0.153	0.0362
13183	0.0754	0.0164
13184	0.0362	0.008
13185	0.014	0.003
13186	0.0052	0.0004
13187	0.0024	0.0006
13188	0.0018	0.0006
13189	0.0028	0.0006
13190	0.0068	0.0014
13191	0.0464	0.0114
13192	0.3094	0.0754
13193	0.394	0.0986
13194	0.339	0.084
13195	0.1992	0.0474
13196	0.098	0.023
13197	0.044	0.0102
13198	0.0188	0.0042
13199	0.0068	0.0018
13200	0.0022	0.0006
13201	0.0006	0.0006
13202	0.0004	0
13203	0.003	0.0002
13204	0.0118	0.0054
13205	0.0746	0.0186
13206	0.2362	0.0568
13207	0.3696	0.0946
13208	0.295	0.074
13209	0.2066	0.05
13210	0.1152	0.0264
13211	0.0528	0.0106
13212	0.0226	0.0048
13213	0.0084	0.0028
13214	0.0032	0.0004
13215	0.0018	0.0004
13216	0.0018	0
13217	0.0018	0.0004
13218	0.0094	0.0014
13219	0.1348	0.0374
13220	0.219	0.057
13221	0.2782	0.069
13222	0.2254	0.0546
13223	0.1878	0.0426
13224	0.1038	0.025
13225	0.0458	0.0124
13226	0.0246	0.0046
13227	0.012	0.002
13228	0.0052	0.0012
13229	0.0032	0.0002
13230	0.0056	0.0012
13231	0.0146	0.0038
13232	0.114	0.0306
13233	0.2396	0.0602
13234	0.3504	0.0856
13235	0.2452	0.0626
13236	0.1526	0.0366
13237	0.078	0.0184
13238	0.038	0.0076
13239	0.0152	0.0032
13240	0.0054	0.0012
13241	0.0022	0.0002
13242	0.0012	0.0006
13243	0.0024	0.0006
13244	0.004	0.0004
13245	0.048	0.013
13246	0.2752	0.0718
13247	0.275	0.0664
13248	0.292	0.0746
13249	0.17	0.0406
13250	0.0856	0.0198
13251	0.0364	0.0086
13252	0.0148	0.0046
13253	0.008	0.0022
13254	0.003	0.0008
13255	0.0012	0.0004
13256	0.0006	0.0006
13257	0.0022	0.0012
13258	0.0024	0.0006
13259	0.0104	0.0026
13260	0.1444	0.0332
13261	0.4258	0.1022
13262	0.428	0.1048
13263	0.33	0.0818
13264	0.165	0.0398
13265	0.084	0.0188
13266	0.0346	0.009
13267	0.012	0.0026
13268	0.0048	0.0006
13269	0.0018	0.0004
13270	0.0012	0
13271	0.0016	0.0004
13272	0.0022	0.001
13273	0.0056	0.001
13274	0.136	0.03
13275	0.4818	0.1156
13276	0.473	0.118
13277	0.294	0.0716
13278	0.1658	0.0392
13279	0.079	0.0196
13280	0.035	0.0062
13281	0.012	0.0026
13282	0.0044	0.0014
13283	0.0016	0.0006
13284	0.0008	0
13285	0.0012	0.0002
13286	0.0032	0.001
13287	0.021	0.006
13288	0.1916	0.0436
13289	0.4442	0.1084
13290	0.3876	0.0938
13291	0.1778	0.0432
13292	0.0886	0.0238
13293	0.0402	0.01
13294	0.0154	0.0032
13295	0.0056	0.0006
13296	0.003	0.0002
13297	0.0016	0.0002
13298	0.0008	0
13299	0.0006	0
13300	0.0022	0.0006
13301	0.0092	0.0026
13302	0.158	0.0346
13303	0.4766	0.1182
13304	0.339	0.0828
13305	0.2146	0.0528
13306	0.1216	0.0298
13307	0.0538	0.0128
13308	0.024	0.0048
13309	0.0076	0.0018
13310	0.004	0.0006
13311	0.0018	0.0002
13312	0.0008	0.0002
13313	0.0004	0
13314	0.006	0.0016
13315	0.0812	0.021
13316	0.2962	0.0692
13317	0.4982	0.1216
13318	0.3214	0.0776
13319	0.1818	0.0442
13320	0.098	0.0226
13321	0.0374	0.0086
13322	0.015	0.0042
13323	0.0058	0.0014
13324	0.0016	0.0004
13325	0.0006	0.0006
13326	0.001	0.0002
13327	0.0006	0.0004
13328	0.0014	0
13329	0.004	0.0012
13330	0.0652	0.0158
13331	0.3196	0.076
13332	0.439	0.1116
13333	0.301	0.0762
13334	0.1628	0.0414
13335	0.0802	0.021
13336	0.0362	0.0076
13337	0.0132	0.0024
13338	0.0048	0.001
13339	0.001	0.0004
13340	0.001	0.0004
13341	0.0006	0.0002
13342	0.0006	0.0004
13343	0.0004	0.0006
13344	0.0006	0.0002
13345	0.0012	0.0002
13346	0.0026	0.0004
13347	0.0274	0.0076
13348	0.2162	0.052
13349	0.3938	0.1036
13350	0.274	0.064
13351	0.2276	0.0542
13352	0.1254	0.0278
13353	0.0552	0.0126
13354	0.0264	0.0048
13355	0.0098	0.0016
13356	0.0046	0.0004
13357	0.0016	0.0002
13358	0.0014	0.0002
13359	0.0016	0.0002
13360	0.0126	0.0028
13361	0.1718	0.0374
13362	0.5522	0.1414
13363	0.3096	0.075
13364	0.174	0.0416
13365	0.0874	0.0212
13366	0.0364	0.0078
13367	0.014	0.003
13368	0.0048	0.0008
13369	0.0018	0
13370	0.001	0.0002
13371	0.0012	0.0002
13372	0.0006	0.0002
13373	0.0038	0.0002
13374	0.0706	0.02
13375	0.225	0.0606
13376	0.1744	0.0398
13377	0.2052	0.0462
13378	0.1874	0.0448
13379	0.1088	0.0246
13380	0.0598	0.0138
13381	0.0262	0.0076
13382	0.0112	0.0032
13383	0.0052	0.0006
13384	0.002	0.0004
13385	0.0028	0.0004
13386	0.038	0.0074
13387	0.3296	0.083
13388	0.3252	0.0814
13389	0.3184	0.0842
13390	0.1702	0.0456
13391	0.0846	0.0226
13392	0.0378	0.009
13393	0.0146	0.0034
13394	0.0056	0.0008
13395	0.0028	0.0004
13396	0.0016	0.0002
13397	0.001	0
13398	0.0032	0.0002
13399	0.0072	0.001
13400	0.1804	0.0436
13401	0.3972	0.0976
13402	0.3426	0.0812
13403	0.232	0.056
13404	0.1084	0.0258
13405	0.0526	0.011
13406	0.0222	0.0038
13407	0.0094	0.0022
13408	0.0024	0.001
13409	0.0016	0
13410	0.0006	0.0002
13411	0.001	0.0004
13412	0.0048	0.0014
13413	0.0308	0.0092
13414	0.1712	0.0444
13415	0.2652	0.0578
13416	0.3984	0.0956
13417	0.2326	0.0558
13418	0.1384	0.0338
13419	0.065	0.0146
13420	0.0262	0.0056
13421	0.008	0.0022
13422	0.0028	0.0008
13423	0.001	0.0006
13424	0.0016	0.0002
13425	0.0016	0.0004
13426	0.0016	0.0002
13427	0.013	0.005
13428	0.1006	0.0274
13429	0.2374	0.0572
13430	0.3442	0.081
13431	0.3588	0.0902
13432	0.2138	0.055
13433	0.112	0.0294
13434	0.0494	0.0118
13435	0.0212	0.0046
13436	0.0076	0.0018
13437	0.0022	0.0006
13438	0.0012	0.0006
13439	0.0018	0.0002
13440	0.003	0.0002
13441	0.005	0.0012
13442	0.0292	0.0068
13443	0.3476	0.0792
13444	0.5774	0.1418
13445	0.3652	0.0902
13446	0.237	0.0544
13447	0.1278	0.0316
13448	0.0566	0.0136
13449	0.02	0.0048
13450	0.0068	0.0016
13451	0.0026	0.001
13452	0.001	0.0004
13453	0.0012	0.0002
13454	0.0008	0
13455	0.0056	0.0004
13456	0.1778	0.0444
13457	0.3406	0.0888
13458	0.262	0.0698
13459	0.2192	0.0572
13460	0.1276	0.0314
13461	0.0654	0.0174
13462	0.0288	0.0072
13463	0.0102	0.0034
13464	0.0058	0.0004
13465	0.0024	0.0002
13466	0.0014	0.0002
13467	0.002	0.0006
13468	0.0152	0.0042
13469	0.1648	0.0394
13470	0.4082	0.104
13471	0.2928	0.076
13472	0.1894	0.0456
13473	0.1114	0.0262
13474	0.051	0.0128
13475	0.0204	0.0056
13476	0.008	0.002
13477	0.0038	0.001
13478	0.001	0.0006
13479	0.0006	0
13480	0.0006	0.0006
13481	0.0066	0.0012
13482	0.1328	0.0328
13483	0.3612	0.0888
13484	0.3662	0.0908
13485	0.2342	0.0594
13486	0.1386	0.0352
13487	0.0722	0.0162
13488	0.03	0.0078
13489	0.0144	0.0032
13490	0.0052	0.0012
13491	0.0028	0.0006
13492	0.0012	0.0004
13493	0.0012	0.0004
13494	0.0034	0.0006
13495	0.0266	0.0072
13496	0.2096	0.0524
13497	0.3214	0.0806
13498	0.3038	0.0766
13499	0.1738	0.0406
13500	0.0936	0.0214
13501	0.0462	0.0114
13502	0.0182	0.006
13503	0.0074	0.003
13504	0.0038	0.001
13505	0.002	0.0004
13506	0.0022	0
13507	0.0032	0.001
13508	0.0068	0.0028
13509	0.0806	0.022
13510	0.2368	0.0608
13511	0.3202	0.0754
13512	0.3106	0.071
13513	0.2732	0.0668
13514	0.1562	0.0394
13515	0.0782	0.017
13516	0.038	0.0084
13517	0.0178	0.0034
13518	0.009	0.0024
13519	0.0038	0.001
13520	0.0026	0.0006
13521	0.0072	0.0016
13522	0.048	0.0134
13523	0.1906	0.0456
13524	0.3624	0.0886
13525	0.3206	0.0802
13526	0.213	0.0528
13527	0.1062	0.0278
13528	0.0522	0.0106
13529	0.0234	0.006
13530	0.009	0.0016
13531	0.0036	0.0006
13532	0.0016	0.0002
13533	0.0014	0.0002
13534	0.0016	0.0004
13535	0.0036	0.001
13536	0.0118	0.0026
13537	0.2128	0.0534
13538	0.3592	0.0908
13539	0.4032	0.103
13540	0.1974	0.0506
13541	0.0952	0.0256
13542	0.0402	0.0108
13543	0.0182	0.003
13544	0.0048	0.0016
13545	0.0018	0.0006
13546	0.0006	0
13547	0.0008	0
13548	0.0008	0
13549	0.001	0.0004
13550	0.0018	0.0008
13551	0.0118	0.002
13552	0.2506	0.0664
13553	0.2578	0.0662
13554	0.2112	0.0522
13555	0.1336	0.0324
13556	0.0778	0.0194
13557	0.0326	0.007
13558	0.0122	0.0034
13559	0.005	0.001
13560	0.0018	0.0004
13561	0.0014	0.0002
13562	0.001	0.0002
13563	0.002	0.0002
13564	0.0106	0.0034
13565	0.1222	0.0266
13566	0.4576	0.1104
13567	0.3818	0.089
13568	0.2806	0.0652
13569	0.1652	0.0364
13570	0.078	0.0184
13571	0.0322	0.0072
13572	0.0118	0.0034
13573	0.0042	0.0012
13574	0.0012	0
13575	0.0008	0
13576	0.0006	0.0004
13577	0.0056	0.0012
13578	0.042	0.0096
13579	0.3676	0.0938
13580	0.326	0.079
13581	0.2442	0.0614
13582	0.1192	0.032
13583	0.0612	0.014
13584	0.0286	0.0056
13585	0.0098	0.002
13586	0.0032	0.0008
13587	0.0016	0.0002
13588	0.0012	0
13589	0.0008	0
13590	0.0034	0.0006
13591	0.0218	0.0046
13592	0.3806	0.0888
13593	0.5028	0.121
13594	0.3162	0.0802
13595	0.185	0.0442
13596	0.0874	0.02
13597	0.038	0.0092
13598	0.0144	0.0036
13599	0.006	0.0016
13600	0.0016	0.001
13601	0.0016	0
13602	0.0008	0
13603	0.0012	0
13604	0.0028	0.0004
13605	0.0484	0.0126
13606	0.293	0.0778
13607	0.2516	0.0592
13608	0.228	0.0536
13609	0.1558	0.0356
13610	0.0882	0.021
13611	0.0412	0.009
13612	0.0164	0.0032
13613	0.0056	0.0014
13614	0.0018	0.0002
13615	0.0016	0
13616	0.0016	0.0004
13617	0.0092	0.0024
13618	0.1076	0.0292
13619	0.2482	0.0628
13620	0.2912	0.0782
13621	0.2018	0.0494
13622	0.1786	0.044
13623	0.1024	0.0242
13624	0.0534	0.0108
13625	0.0226	0.0062
13626	0.0116	0.0026
13627	0.0038	0.0008
13628	0.002	0.0004
13629	0.0014	0.001
13630	0.0058	0.001
13631	0.0642	0.016
13632	0.2512	0.0624
13633	0.305	0.0724
13634	0.2992	0.0738
13635	0.1794	0.0458
13636	0.0884	0.0218
13637	0.0426	0.0098
13638	0.0188	0.0032
13639	0.0062	0.0012
13640	0.0044	0.0004
13641	0.0016	0.0002
13642	0.0008	0.0004
13643	0.0026	0.0008
13644	0.009	0.0022
13645	0.1592	0.0382
13646	0.3818	0.096
13647	0.3546	0.0848
13648	0.2986	0.0716
13649	0.185	0.0426
13650	0.093	0.0222
13651	0.0364	0.0108
13652	0.0152	0.0042
13653	0.0058	0.001
13654	0.0014	0.0006
13655	0.0026	0.0002
13656	0.0012	0.0002
13657	0.0148	0.0036
13658	0.1556	0.0352
13659	0.496	0.1222
13660	0.382	0.0898
13661	0.241	0.0614
13662	0.1138	0.0284
13663	0.0528	0.0104
13664	0.0194	0.0048
13665	0.0068	0.0012
13666	0.0026	0.0008
13667	0.0012	0
13668	0.0006	0.0004
13669	0.0002	0
13670	0.0032	0.0008
13671	0.025	0.006
13672	0.2844	0.0728
13673	0.3088	0.0738
13674	0.2916	0.0736
13675	0.1796	0.047
13676	0.103	0.0256
13677	0.0458	0.0104
13678	0.0168	0.004
13679	0.006	0.0008
13680	0.002	0.0004
13681	0.002	0.0002
13682	0.0016	0.0002
13683	0.004	0.0008
13684	0.0112	0.0028
13685	0.1638	0.0436
13686	0.2518	0.0624
13687	0.2668	0.062
13688	0.2186	0.0548
13689	0.1274	0.0314
13690	0.0682	0.0158
13691	0.0312	0.0072
13692	0.012	0.0034
13693	0.0056	0.0006
13694	0.0026	0.0004
13695	0.0012	0.0002
13696	0.003	0.001
13697	0.0078	0.0018
13698	0.0574	0.015
13699	0.2314	0.0642
13700	0.1638	0.0448
13701	0.1368	0.0372
13702	0.0706	0.0176
13703	0.0358	0.0102
13704	0.018	0.0038
13705	0.0064	0.0014
13706	0.003	0.0006
13707	0.0008	0.0002
13708	0.0008	0.0002
13709	0.0012	0.0006
13710	0.0066	0.002
13711	0.019	0.005
13712	0.1488	0.0394
13713	0.2378	0.0596
13714	0.302	0.077
13715	0.2188	0.0562
13716	0.1696	0.0452
13717	0.0816	0.0232
13718	0.0362	0.0102
13719	0.0152	0.004
13720	0.0064	0.0016
13721	0.003	0.0004
13722	0.0024	0.0002
13723	0.0036	0.001
13724	0.0094	0.0028
13725	0.0814	0.0248
13726	0.1562	0.0404
13727	0.206	0.052
13728	0.2144	0.055
13729	0.1762	0.0476
13730	0.0794	0.021
13731	0.036	0.009
13732	0.016	0.004
13733	0.0074	0.0012
13734	0.0038	0.0002
13735	0.0016	0
13736	0.003	0.0002
13737	0.007	0.0018
13738	0.014	0.0034
13739	0.1342	0.0336
13740	0.3576	0.0844
13741	0.376	0.0878
13742	0.2822	0.0686
13743	0.1864	0.047
13744	0.0952	0.0232
13745	0.047	0.0102
13746	0.0194	0.0036
13747	0.0094	0.0014
13748	0.0036	0.0012
13749	0.0006	0.0004
13750	0.0026	0
13751	0.0078	0.0018
13752	0.1338	0.0336
13753	0.3558	0.0922
13754	0.28	0.0696
13755	0.1952	0.048
13756	0.1244	0.0274
13757	0.0578	0.0136
13758	0.0262	0.0054
13759	0.0104	0.0022
13760	0.0036	0.0008
13761	0.0016	0.0004
13762	0.0014	0.0004
13763	0.0006	0
13764	0.0114	0.0024
13765	0.1394	0.0362
13766	0.2748	0.0696
13767	0.291	0.0732
13768	0.2108	0.0488
13769	0.1376	0.032
13770	0.0624	0.0138
13771	0.0254	0.0052
13772	0.0098	0.0024
13773	0.0044	0.0016
13774	0.002	0.0004
13775	0.0024	0.0002
13776	0.0012	0.0004
13777	0.0054	0.0026
13778	0.0416	0.009
13779	0.295	0.0736
13780	0.3438	0.0824
13781	0.3082	0.0796
13782	0.2362	0.061
13783	0.1278	0.032
13784	0.0596	0.0162
13785	0.0264	0.006
13786	0.0106	0.002
13787	0.004	0.0008
13788	0.0018	0
13789	0.0006	0
13790	0.0042	0.001
13791	0.0306	0.0058
13792	0.3932	0.0948
13793	0.4596	0.118
13794	0.2864	0.0718
13795	0.1548	0.0408
13796	0.0726	0.0176
13797	0.0304	0.0074
13798	0.0118	0.0028
13799	0.0042	0.0016
13800	0.0012	0.0002
13801	0.0008	0.0004
13802	0.0008	0
13803	0.0008	0.0006
13804	0.0008	0.0002
13805	0.0018	0.0008
13806	0.0112	0.0034
13807	0.1446	0.033
13808	0.4352	0.11
13809	0.2844	0.0672
13810	0.2066	0.0442
13811	0.1122	0.0252
13812	0.0512	0.011
13813	0.0204	0.0046
13814	0.0094	0.0016
13815	0.0022	0.0004
13816	0.0012	0
13817	0.0014	0.0002
13818	0.001	0
13819	0.0086	0.0008
13820	0.1788	0.0486
13821	0.2192	0.056
13822	0.2098	0.0518
13823	0.1804	0.048
13824	0.099	0.0216
13825	0.0484	0.0104
13826	0.0216	0.005
13827	0.0096	0.0024
13828	0.0028	0.0012
13829	0.0022	0.0006
13830	0.0002	0.0004
13831	0.0016	0.0012
13832	0.0084	0.002
13833	0.0622	0.0118
13834	0.462	0.1158
13835	0.3462	0.0844
13836	0.2332	0.0588
13837	0.1222	0.0316
13838	0.0568	0.0126
13839	0.0238	0.0052
13840	0.008	0.0012
13841	0.0038	0.0004
13842	0.0016	0.0006
13843	0.0002	0
13844	0.0008	0.0002
13845	0.005	0.0018
13846	0.0706	0.0168
13847	0.3582	0.086
13848	0.412	0.102
13849	0.3976	0.0982
13850	0.2412	0.0594
13851	0.1336	0.0334
13852	0.061	0.015
13853	0.0224	0.0054
13854	0.009	0.0024
13855	0.0032	0.001
13856	0.0008	0
13857	0.001	0.0002
13858	0.0028	0.0006
13859	0.0108	0.004
13860	0.1122	0.0254
13861	0.4162	0.1008
13862	0.3962	0.0952
13863	0.2998	0.0756
13864	0.1774	0.0424
